FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_CLASS,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_GMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
spec0025.a.fits,A,44 Nysa,target,moving,+19:44:05.53,-21:29:53.2,2001/9/28,30:28.6,52180.2295,1.332,30,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0026.b.fits,B,44 Nysa,target,moving,+19:44:05.52,-21:29:45.8,2001/9/28,31:21.4,52180.23011,1.332,30,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0027.b.fits,B,44 Nysa,target,moving,+19:44:05.55,-21:29:45.8,2001/9/28,32:09.3,52180.23066,1.332,30,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0028.a.fits,A,44 Nysa,target,moving,+19:44:05.58,-21:29:53.5,2001/9/28,33:02.2,52180.23128,1.332,30,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0029.a.fits,A,44 Nysa,target,moving,+19:44:05.60,-21:29:53.5,2001/9/28,33:50.1,52180.23183,1.332,30,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0030.b.fits,B,44 Nysa,target,moving,+19:44:05.61,-21:29:46.3,2001/9/28,34:43.0,52180.23244,1.332,30,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0031.a.fits,A,170 Maria,target,moving,+19:40:22.73,-17:15:45.2,2001/9/28,38:09.3,52180.23483,1.254,60,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0032.b.fits,B,170 Maria,target,moving,+19:40:22.74,-17:15:37.6,2001/9/28,39:32.1,52180.23579,1.254,60,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0033.a.fits,A,170 Maria,target,moving,+19:40:23.03,-17:15:43.5,2001/9/28,56:52.6,52180.24783,1.262,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0034.b.fits,B,170 Maria,target,moving,+19:40:23.04,-17:15:35.8,2001/9/28,59:15.5,52180.24948,1.264,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0035.b.fits,B,170 Maria,target,moving,+19:40:23.07,-17:15:35.5,2001/9/28,01:33.2,52180.25108,1.265,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0036.a.fits,A,170 Maria,target,moving,+19:40:23.14,-17:15:42.7,2001/9/28,03:56.1,52180.25273,1.267,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0037.a.fits,A,170 Maria,target,moving,+19:40:23.18,-17:15:42.6,2001/9/28,06:13.9,52180.25433,1.27,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0038.b.fits,B,170 Maria,target,moving,+19:40:23.20,-17:15:34.9,2001/9/28,08:36.7,52180.25598,1.272,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0039.b.fits,B,170 Maria,target,moving,+19:40:23.24,-17:15:34.5,2001/9/28,10:54.5,52180.25758,1.274,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0040.a.fits,A,170 Maria,target,moving,+19:40:23.29,-17:15:41.8,2001/9/28,13:17.4,52180.25923,1.277,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0041.a.fits,A,170 Maria,target,moving,+19:40:23.32,-17:15:41.6,2001/9/28,15:35.2,52180.26082,1.28,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0042.b.fits,B,170 Maria,target,moving,+19:40:23.36,-17:15:33.8,2001/9/28,17:58.2,52180.26248,1.283,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0043.b.fits,B,170 Maria,target,moving,+19:40:23.39,-17:15:33.5,2001/9/28,20:16.1,52180.26407,1.286,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0044.a.fits,A,170 Maria,target,moving,+19:40:23.46,-17:15:40.7,2001/9/28,22:39.0,52180.26573,1.289,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0045.a.fits,A,SAO143111,standard,fixed,+19:11:10.19,-02:38:23.4,2001/9/28,32:44.5,52180.27274,1.168,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0046.b.fits,B,SAO143111,standard,fixed,+19:11:10.18,-02:38:15.8,2001/9/28,32:52.4,52180.27283,1.169,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0047.a.fits,A,SAO143111,standard,fixed,+19:11:10.20,-02:38:23.5,2001/9/28,34:43.9,52180.27412,1.173,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0048.b.fits,B,SAO143111,standard,fixed,+19:11:10.19,-02:38:16.0,2001/9/28,34:51.6,52180.27421,1.173,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0049.b.fits,B,SAO143111,standard,fixed,+19:11:10.19,-02:38:16.0,2001/9/28,34:55.8,52180.27426,1.173,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0050.a.fits,A,SAO143111,standard,fixed,+19:11:10.20,-02:38:23.6,2001/9/28,35:03.3,52180.27434,1.174,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0051.a.fits,A,SAO143111,standard,fixed,+19:11:10.21,-02:38:23.5,2001/9/28,35:05.7,52180.27437,1.174,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0052.b.fits,B,SAO143111,standard,fixed,+19:11:10.19,-02:38:15.9,2001/9/28,35:13.2,52180.27446,1.174,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0053.b.fits,B,SAO143111,standard,fixed,+19:11:10.19,-02:38:15.9,2001/9/28,35:15.7,52180.27449,1.174,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0054.a.fits,A,SAO143111,standard,fixed,+19:11:10.21,-02:38:23.4,2001/9/28,35:23.2,52180.27457,1.174,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0055.a.fits,A,SAO143111,standard,fixed,+19:11:10.20,-02:38:23.5,2001/9/28,35:25.8,52180.2746,1.174,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0056.b.fits,B,SAO143111,standard,fixed,+19:11:10.20,-02:38:16.1,2001/9/28,35:33.5,52180.27469,1.175,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0057.a.fits,A,SAO164082,standard,fixed,+21:02:34.24,-15:28:30.1,2001/9/28,38:48.0,52180.27694,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0058.b.fits,B,SAO164082,standard,fixed,+21:02:34.23,-15:28:22.6,2001/9/28,38:55.0,52180.27703,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0059.b.fits,B,SAO164082,standard,fixed,+21:02:34.22,-15:28:22.6,2001/9/28,38:57.0,52180.27705,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0060.a.fits,A,SAO164082,standard,fixed,+21:02:34.25,-15:28:30.0,2001/9/28,39:04.0,52180.27713,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0061.a.fits,A,SAO164082,standard,fixed,+21:02:34.26,-15:28:30.0,2001/9/28,39:05.9,52180.27715,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0062.b.fits,B,SAO164082,standard,fixed,+21:02:34.23,-15:28:22.7,2001/9/28,39:13.1,52180.27723,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0063.b.fits,B,SAO164082,standard,fixed,+21:02:34.23,-15:28:22.7,2001/9/28,39:15.1,52180.27726,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0064.a.fits,A,SAO164082,standard,fixed,+21:02:34.24,-15:28:30.2,2001/9/28,39:22.3,52180.27734,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0065.a.fits,A,SAO164082,standard,fixed,+21:02:34.23,-15:28:30.2,2001/9/28,39:24.3,52180.27736,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0066.b.fits,B,SAO164082,standard,fixed,+21:02:34.22,-15:28:22.7,2001/9/28,39:31.5,52180.27745,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0067.b.fits,B,SAO164082,standard,fixed,+21:02:34.22,-15:28:22.7,2001/9/28,39:33.5,52180.27747,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0068.a.fits,A,SAO164082,standard,fixed,+21:02:34.25,-15:28:30.2,2001/9/28,39:40.5,52180.27755,1.229,0.5135,1,spex,0.5x15,Prism,2001B072,Kelley,HD 200213,K0III,HighPM*,8.69,7.79,7.561431,6.186,5.718,5.662,
spec0069.a.fits,A,3494 Purple Mountain,target,moving,+21:57:33.81,-02:19:53.6,2001/9/28,46:42.0,52180.28243,1.121,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0070.b.fits,B,3494 Purple Mountain,target,moving,+21:57:33.82,-02:19:47.0,2001/9/28,49:04.9,52180.28408,1.118,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0071.a.fits,A,3494 Purple Mountain,target,moving,+21:57:33.87,-02:19:55.4,2001/9/28,51:58.9,52180.2861,1.114,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0072.b.fits,B,3494 Purple Mountain,target,moving,+21:57:33.88,-02:19:48.7,2001/9/28,54:21.7,52180.28775,1.111,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0073.a.fits,A,3494 Purple Mountain,target,moving,+21:57:33.92,-02:19:57.2,2001/9/28,57:24.4,52180.28987,1.108,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0074.b.fits,B,3494 Purple Mountain,target,moving,+21:57:33.92,-02:19:50.5,2001/9/28,59:47.2,52180.29152,1.105,120,1,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0075.a.fits,A,SAO31899 16CygB,standard,fixed,+19:41:51.96,+50:31:04.2,2001/9/28,07:50.8,52180.29712,1.232,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0076.b.fits,B,SAO31899 16CygB,standard,fixed,+19:41:51.95,+50:31:11.8,2001/9/28,07:57.3,52180.29719,1.232,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0077.b.fits,B,SAO31899 16CygB,standard,fixed,+19:41:51.95,+50:31:11.8,2001/9/28,07:58.7,52180.29721,1.232,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0078.a.fits,A,SAO31899 16CygB,standard,fixed,+19:41:51.93,+50:31:04.1,2001/9/28,08:05.2,52180.29728,1.232,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0079.a.fits,A,SAO31899 16CygB,standard,fixed,+19:41:51.97,+50:31:04.1,2001/9/28,08:06.8,52180.2973,1.232,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0080.b.fits,B,SAO31899 16CygB,standard,fixed,+19:41:51.96,+50:31:11.9,2001/9/28,08:13.3,52180.29738,1.232,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0081.b.fits,B,SAO31899 16CygB,standard,fixed,+19:41:51.96,+50:31:11.8,2001/9/28,08:14.7,52180.29739,1.232,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0082.a.fits,A,SAO31899 16CygB,standard,fixed,+19:41:52.00,+50:31:04.2,2001/9/28,08:21.3,52180.29747,1.233,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0083.a.fits,A,SAO31899 16CygB,standard,fixed,+19:41:52.00,+50:31:04.2,2001/9/28,08:22.7,52180.29749,1.233,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0084.b.fits,B,SAO31899 16CygB,standard,fixed,+19:41:51.95,+50:31:11.9,2001/9/28,08:29.2,52180.29756,1.233,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0085.b.fits,B,SAO31899 16CygB,standard,fixed,+19:41:51.96,+50:31:11.9,2001/9/28,08:30.7,52180.29758,1.233,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0086.a.fits,A,SAO31899 16CygB,standard,fixed,+19:41:51.98,+50:31:04.1,2001/9/28,08:37.2,52180.29765,1.233,0.25,1,spex,0.5x15,Prism,2001B072,Kelley,*  16 Cyg B,G3V,HighPM*,6.86,6.2,6.073419,4.99,4.7,4.651,
spec0087.a.fits,A,SAO49262,standard,fixed,+20:10:13.08,+43:56:48.4,2001/9/28,11:56.6,52180.29996,1.133,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0088.b.fits,B,SAO49262,standard,fixed,+20:10:13.05,+43:56:55.8,2001/9/28,12:04.0,52180.30005,1.133,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0089.b.fits,B,SAO49262,standard,fixed,+20:10:13.05,+43:56:55.8,2001/9/28,12:06.4,52180.30007,1.133,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0090.a.fits,A,SAO49262,standard,fixed,+20:10:13.10,+43:56:48.2,2001/9/28,12:13.8,52180.30016,1.133,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0091.a.fits,A,SAO49262,standard,fixed,+20:10:13.10,+43:56:48.3,2001/9/28,12:16.3,52180.30019,1.133,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0092.b.fits,B,SAO49262,standard,fixed,+20:10:13.06,+43:56:56.1,2001/9/28,12:23.7,52180.30027,1.133,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0093.b.fits,B,SAO49262,standard,fixed,+20:10:13.05,+43:56:56.1,2001/9/28,12:26.1,52180.3003,1.133,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0094.a.fits,A,SAO49262,standard,fixed,+20:10:13.09,+43:56:48.4,2001/9/28,12:33.5,52180.30039,1.133,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0095.a.fits,A,SAO49262,standard,fixed,+20:10:13.09,+43:56:48.4,2001/9/28,12:35.9,52180.30042,1.134,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0096.b.fits,B,SAO49262,standard,fixed,+20:10:13.06,+43:56:56.1,2001/9/28,12:43.3,52180.3005,1.134,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0097.b.fits,B,SAO49262,standard,fixed,+20:10:13.06,+43:56:56.1,2001/9/28,12:45.7,52180.30053,1.134,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
spec0098.a.fits,A,SAO49262,standard,fixed,+20:10:13.10,+43:56:48.5,2001/9/28,12:53.1,52180.30061,1.134,0.75,1,spex,0.5x15,Prism,2001B072,Kelley,HD 191854B,G8V,HighPM*,10.39,9.76,8.259762,0,0,0,
flat0099.a.fits,A,flat lamp,calibration,fixed,+20:10:13.11,+43:56:48.4,2001/9/28,15:14.6,52180.30225,1.137,1.05,12,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
flat0100.a.fits,A,flat lamp,calibration,fixed,+20:10:13.11,+43:56:48.4,2001/9/28,15:43.0,52180.30258,1.138,1.05,12,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
flat0101.a.fits,A,flat lamp,calibration,fixed,+20:10:13.12,+43:56:48.4,2001/9/28,16:09.4,52180.30289,1.138,1.05,12,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
arc0102.a.fits,A,arc lamp,calibration,fixed,+20:10:13.13,+43:56:48.5,2001/9/28,16:41.6,52180.30326,1.138,0.18,10,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
arc0103.a.fits,A,arc lamp,calibration,fixed,+20:10:13.14,+43:56:48.5,2001/9/28,16:46.2,52180.30331,1.138,0.18,10,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
arc0104.a.fits,A,arc lamp,calibration,fixed,+20:10:13.16,+43:56:48.6,2001/9/28,16:50.7,52180.30336,1.139,0.18,10,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
arc0105.a.fits,A,arc lamp,calibration,fixed,+20:10:13.18,+43:56:48.6,2001/9/28,16:55.2,52180.30342,1.139,0.18,10,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
arc0106.a.fits,A,arc lamp,calibration,fixed,+20:10:13.18,+43:56:48.6,2001/9/28,16:59.8,52180.30347,1.139,0.18,10,spex,0.5x15,Prism,2001B072,Kelley,,,,,,,,,,
spec0107.a.fits,A,SAO143111,standard,fixed,+19:11:09.74,-02:38:19.4,2001/9/28,21:56.5,52180.3069,1.315,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0108.b.fits,B,SAO143111,standard,fixed,+19:11:09.71,-02:38:11.9,2001/9/28,22:04.0,52180.30699,1.315,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0109.b.fits,B,SAO143111,standard,fixed,+19:11:09.72,-02:38:11.9,2001/9/28,22:06.5,52180.30702,1.315,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0110.a.fits,A,SAO143111,standard,fixed,+19:11:09.72,-02:38:19.5,2001/9/28,22:14.1,52180.30711,1.316,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0111.a.fits,A,SAO143111,standard,fixed,+19:11:09.74,-02:38:19.4,2001/9/28,22:16.9,52180.30714,1.316,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0112.b.fits,B,SAO143111,standard,fixed,+19:11:09.72,-02:38:11.8,2001/9/28,22:24.7,52180.30723,1.317,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
spec0113.b.fits,B,SAO143111,standard,fixed,+19:11:09.72,-02:38:11.8,2001/9/28,22:28.6,52180.30728,1.317,1,1,spex,0.5x15,Prism,2001B072,Kelley,HD 179079,G5IV,HighPM*,8.66,7.96,7.787227,6.734,6.402,6.311,
