FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_CLASS,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_GMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
nt40480.b.fits,B,2001 NX17,ignored,moving,+19:27:25.40,-17:45:30.5,2001/9/24,04:06.3,52176.25285,1.274,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40481.a.fits,A,2001 NX17,ignored,moving,+19:27:25.50,-17:45:37.4,2001/9/24,06:27.1,52176.25448,1.276,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40482.a.fits,A,2001 NX17,target,moving,+19:27:25.56,-17:45:37.6,2001/9/24,08:44.9,52176.25607,1.278,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40483.b.fits,B,2001 NX17,target,moving,+19:27:25.61,-17:45:29.7,2001/9/24,11:05.7,52176.2577,1.28,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40484.a.fits,A,HD 184317,standard,fixed,+19:34:25.93,-12:55:37.1,2001/9/24,17:33.2,52176.26219,1.204,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 184317,G3V,HighPM*,8.35,7.72,7.59236,6.605,6.364,6.245,
nt40485.b.fits,B,HD 184317,standard,fixed,+19:34:25.92,-12:55:29.6,2001/9/24,18:23.0,52176.26277,1.205,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 184317,G3V,HighPM*,8.35,7.72,7.59236,6.605,6.364,6.245,
nt40486.b.fits,B,HD 184317,standard,fixed,+19:34:25.93,-12:55:29.7,2001/9/24,19:09.8,52176.26331,1.205,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 184317,G3V,HighPM*,8.35,7.72,7.59236,6.605,6.364,6.245,
nt40487.a.fits,A,HD 184317,standard,fixed,+19:34:25.97,-12:55:37.3,2001/9/24,19:59.5,52176.26388,1.206,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 184317,G3V,HighPM*,8.35,7.72,7.59236,6.605,6.364,6.245,
nt40488.a.fits,A,HD 184317,standard,fixed,+19:34:25.97,-12:55:37.3,2001/9/24,20:46.5,52176.26443,1.207,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 184317,G3V,HighPM*,8.35,7.72,7.59236,6.605,6.364,6.245,
nt40489.b.fits,B,HD 184317,standard,fixed,+19:34:25.96,-12:55:29.7,2001/9/24,21:36.2,52176.265,1.207,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 184317,G3V,HighPM*,8.35,7.72,7.59236,6.605,6.364,6.245,
flat0490.a.fits,A,flat lamp,calibration,fixed,+19:34:25.97,-12:55:37.3,2001/9/24,22:53.7,52176.2659,1.208,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0491.a.fits,A,flat lamp,calibration,fixed,+19:34:25.97,-12:55:37.3,2001/9/24,23:19.9,52176.2662,1.209,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0492.a.fits,A,flat lamp,calibration,fixed,+19:34:25.97,-12:55:37.3,2001/9/24,23:46.1,52176.26651,1.209,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0493.a.fits,A,flat lamp,calibration,fixed,+19:34:25.97,-12:55:37.3,2001/9/24,24:12.3,52176.26681,1.21,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0494.a.fits,A,flat lamp,calibration,fixed,+19:34:25.97,-12:55:37.3,2001/9/24,24:38.6,52176.26711,1.21,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
arc0495.a.fits,A,arc lamp,calibration,fixed,+19:34:25.97,-12:55:37.3,2001/9/24,25:11.8,52176.2675,1.21,0.18,10,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40496.a.fits,A,2001 NX17,target,moving,+19:27:26.34,-17:45:38.1,2001/9/24,32:32.6,52176.2726,1.309,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40497.b.fits,B,2001 NX17,target,moving,+19:27:26.40,-17:45:30.3,2001/9/24,34:53.5,52176.27423,1.313,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40498.b.fits,B,2001 NX17,target,moving,+19:27:26.45,-17:45:30.0,2001/9/24,37:11.3,52176.27582,1.317,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40499.a.fits,A,2001 NX17,target,moving,+19:27:26.52,-17:45:37.4,2001/9/24,39:32.2,52176.27746,1.322,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40500.a.fits,A,2001 NX17,target,moving,+19:27:26.61,-17:45:37.2,2001/9/24,41:50.0,52176.27905,1.326,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40501.b.fits,B,2001 NX17,target,moving,+19:27:26.71,-17:45:29.4,2001/9/24,44:10.8,52176.28068,1.331,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40502.b.fits,B,2001 NX17,target,moving,+19:27:26.78,-17:45:29.2,2001/9/24,46:28.7,52176.28228,1.335,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40503.a.fits,A,2001 NX17,target,moving,+19:27:26.94,-17:45:36.6,2001/9/24,48:49.5,52176.28391,1.341,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40504.a.fits,A,2001 NX17,target,moving,+19:27:27.02,-17:45:36.4,2001/9/24,51:07.3,52176.2855,1.346,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40505.b.fits,B,2001 NX17,target,moving,+19:27:27.12,-17:45:28.6,2001/9/24,53:28.2,52176.28713,1.351,120,1,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40506.a.fits,A,CCDMJ19282 1209AB,standard,fixed,+19:28:12.24,-12:08:42.1,2001/9/24,00:30.1,52176.29202,1.269,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 183063B,,HighPM*,9.43,8.6,8.213438,0,0,0,
nt40507.b.fits,B,CCDMJ19282 1209AB,standard,fixed,+19:28:12.21,-12:08:34.5,2001/9/24,01:20.0,52176.29259,1.271,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 183063B,,HighPM*,9.43,8.6,8.213438,0,0,0,
nt40508.b.fits,B,CCDMJ19282 1209AB,standard,fixed,+19:28:12.22,-12:08:34.5,2001/9/24,02:06.7,52176.29313,1.273,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 183063B,,HighPM*,9.43,8.6,8.213438,0,0,0,
nt40509.a.fits,A,CCDMJ19282 1209AB,standard,fixed,+19:28:12.26,-12:08:42.0,2001/9/24,02:56.5,52176.29371,1.275,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 183063B,,HighPM*,9.43,8.6,8.213438,0,0,0,
nt40510.a.fits,A,CCDMJ19282 1209AB,standard,fixed,+19:28:12.25,-12:08:42.1,2001/9/24,03:43.3,52176.29425,1.277,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 183063B,,HighPM*,9.43,8.6,8.213438,0,0,0,
nt40511.b.fits,B,CCDMJ19282 1209AB,standard,fixed,+19:28:12.23,-12:08:34.5,2001/9/24,04:33.0,52176.29483,1.279,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 183063B,,HighPM*,9.43,8.6,8.213438,0,0,0,
flat0512.a.fits,A,flat lamp,calibration,fixed,+19:28:12.24,-12:08:42.1,2001/9/24,05:50.8,52176.29573,1.282,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0513.a.fits,A,flat lamp,calibration,fixed,+19:28:12.24,-12:08:42.1,2001/9/24,06:17.0,52176.29603,1.283,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0514.a.fits,A,flat lamp,calibration,fixed,+19:28:12.24,-12:08:42.1,2001/9/24,06:43.2,52176.29633,1.284,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0515.a.fits,A,flat lamp,calibration,fixed,+19:28:12.24,-12:08:42.1,2001/9/24,07:09.4,52176.29664,1.285,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0516.a.fits,A,flat lamp,calibration,fixed,+19:28:12.25,-12:08:42.1,2001/9/24,07:35.6,52176.29694,1.286,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
arc0517.a.fits,A,arc lamp,calibration,fixed,+19:28:12.25,-12:08:42.1,2001/9/24,08:09.0,52176.29733,1.287,0.18,10,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40518.a.fits,A,HD 210144,standard,fixed,+22:06:41.85,+53:07:49.9,2001/9/24,16:28.9,52176.30311,1.224,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40519.b.fits,B,HD 210144,standard,fixed,+22:06:41.89,+53:07:57.2,2001/9/24,17:18.7,52176.30369,1.223,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40520.b.fits,B,HD 210144,standard,fixed,+22:06:41.87,+53:07:57.1,2001/9/24,18:05.5,52176.30423,1.222,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40521.a.fits,A,HD 210144,standard,fixed,+22:06:41.89,+53:07:49.4,2001/9/24,18:55.3,52176.30481,1.221,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40522.a.fits,A,HD 210144,standard,fixed,+22:06:41.92,+53:07:49.3,2001/9/24,19:42.0,52176.30535,1.221,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40523.b.fits,B,HD 210144,standard,fixed,+22:06:41.90,+53:07:56.7,2001/9/24,20:31.9,52176.30592,1.22,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
flat0524.a.fits,A,flat lamp,calibration,fixed,+22:06:41.93,+53:07:49.1,2001/9/24,21:48.7,52176.30681,1.219,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0525.a.fits,A,flat lamp,calibration,fixed,+22:06:41.93,+53:07:49.1,2001/9/24,22:14.9,52176.30712,1.219,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0526.a.fits,A,flat lamp,calibration,fixed,+22:06:41.93,+53:07:49.1,2001/9/24,22:41.3,52176.30742,1.218,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0527.a.fits,A,flat lamp,calibration,fixed,+22:06:41.92,+53:07:49.1,2001/9/24,23:07.5,52176.30773,1.218,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0528.a.fits,A,flat lamp,calibration,fixed,+22:06:41.93,+53:07:49.1,2001/9/24,23:33.7,52176.30803,1.218,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
arc0529.a.fits,A,arc lamp,calibration,fixed,+22:06:41.93,+53:07:49.1,2001/9/24,24:07.0,52176.30841,1.218,0.18,10,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40530.a.fits,A,2001 KX67,standard,moving,+22:36:04.09,+55:12:56.5,2001/9/24,33:37.4,52176.31502,1.265,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40531.b.fits,B,2001 KX67,standard,moving,+22:36:04.24,+55:13:02.7,2001/9/24,35:58.4,52176.31665,1.262,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40532.b.fits,B,2001 KX67,standard,moving,+22:36:04.35,+55:13:02.3,2001/9/24,38:16.2,52176.31824,1.26,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40533.a.fits,A,2001 KX67,standard,moving,+22:36:05.27,+55:12:51.7,2001/9/24,47:56.4,52176.32496,1.25,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40534.b.fits,B,2001 KX67,standard,moving,+22:36:05.45,+55:12:58.2,2001/9/24,50:19.2,52176.32661,1.248,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40535.b.fits,B,2001 KX67,standard,moving,+22:36:05.65,+55:12:57.3,2001/9/24,52:37.1,52176.32821,1.247,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40536.a.fits,A,2001 KX67,standard,moving,+22:36:05.84,+55:12:49.2,2001/9/24,54:59.9,52176.32986,1.245,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40537.a.fits,A,HD 210144,standard,fixed,+22:06:41.80,+53:07:50.7,2001/9/24,01:17.1,52176.33423,1.198,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40538.b.fits,B,HD 210144,standard,fixed,+22:06:41.77,+53:07:58.2,2001/9/24,02:08.9,52176.33483,1.198,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40539.b.fits,B,HD 210144,standard,fixed,+22:06:41.77,+53:07:58.0,2001/9/24,02:56.1,52176.33537,1.198,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40540.a.fits,A,HD 210144,standard,fixed,+22:06:41.81,+53:07:50.4,2001/9/24,03:47.8,52176.33597,1.198,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40541.a.fits,A,HD 210144,standard,fixed,+22:06:41.80,+53:07:50.4,2001/9/24,04:35.3,52176.33652,1.198,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
nt40542.b.fits,B,HD 210144,standard,fixed,+22:06:41.79,+53:07:57.8,2001/9/24,05:27.2,52176.33712,1.197,1,30,spex,0.5x15,Prism,2001B099,Sheppard,HD 210144,G8V,HighPM*,8.58,0,7.588747,6.382,6.078,5.964,
flat0543.a.fits,A,flat lamp,calibration,fixed,+22:06:41.84,+53:07:50.0,2001/9/24,06:46.7,52176.33804,1.197,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0544.a.fits,A,flat lamp,calibration,fixed,+22:06:41.85,+53:07:49.9,2001/9/24,07:13.0,52176.33834,1.197,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0545.a.fits,A,flat lamp,calibration,fixed,+22:06:41.87,+53:07:49.8,2001/9/24,07:39.1,52176.33865,1.197,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0546.a.fits,A,flat lamp,calibration,fixed,+22:06:41.89,+53:07:49.7,2001/9/24,08:05.3,52176.33895,1.197,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
flat0547.a.fits,A,flat lamp,calibration,fixed,+22:06:41.90,+53:07:49.6,2001/9/24,08:31.6,52176.33925,1.197,1.05,12,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
arc0548.a.fits,A,arc lamp,calibration,fixed,+22:06:41.91,+53:07:49.6,2001/9/24,09:04.9,52176.33964,1.197,0.18,10,spex,0.5x15,Prism,2001B099,Sheppard,,,,,,,,,,
nt40549.a.fits,A,2001 KX67,standard,moving,+22:36:06.74,+55:12:48.7,2001/9/24,14:29.8,52176.3434,1.233,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40550.b.fits,B,2001 KX67,standard,moving,+22:36:06.98,+55:12:55.1,2001/9/24,16:52.7,52176.34505,1.232,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40551.b.fits,B,2001 KX67,standard,moving,+22:36:07.18,+55:12:53.7,2001/9/24,19:10.4,52176.34665,1.231,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40552.a.fits,A,2001 KX67,standard,moving,+22:36:07.32,+55:12:45.6,2001/9/24,21:33.3,52176.3483,1.23,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40553.a.fits,A,2001 KX67,standard,moving,+22:36:07.73,+55:12:44.0,2001/9/24,27:19.4,52176.35231,1.229,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40554.b.fits,B,2001 KX67,standard,moving,+22:36:07.91,+55:12:50.9,2001/9/24,29:42.2,52176.35396,1.228,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40555.b.fits,B,2001 KX67,standard,moving,+22:36:08.07,+55:12:50.1,2001/9/24,32:00.2,52176.35556,1.228,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40556.a.fits,A,2001 KX67,standard,moving,+22:36:08.30,+55:12:41.8,2001/9/24,34:23.0,52176.35721,1.227,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40557.a.fits,A,2001 KX67,standard,moving,+22:36:08.45,+55:12:41.2,2001/9/24,36:41.1,52176.35881,1.227,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40558.b.fits,B,2001 KX67,standard,moving,+22:36:08.61,+55:12:48.3,2001/9/24,39:03.9,52176.36046,1.227,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40559.b.fits,B,2001 KX67,standard,moving,+22:36:08.81,+55:12:47.0,2001/9/24,41:22.2,52176.36206,1.227,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40560.a.fits,A,2001 KX67,standard,moving,+22:36:09.02,+55:12:38.7,2001/9/24,43:45.0,52176.36372,1.227,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
nt40561.a.fits,A,2001 KX67,standard,moving,+22:36:09.16,+55:12:37.9,2001/9/24,46:03.2,52176.36532,1.227,120,1,spex,0.5x15,Prism,2001B099,Sheppard,ZTF J223605.64+551256.1,,BYDraV*,0,0,0,0,0,0,
