FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_SEP,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
odysseus0049.a.fits,A,1143 odysseus,target,moving,+08:57:13.73,+13:11:02.9,2001-02-17,08:31:26.595163,51957.3551689255,1.035,120.0,1,spex,0.5x15,Prism,2001A109,Emery,,,,,,,,,
odysseus0050.a.fits,A,1143 odysseus,target,moving,+08:57:13.68,+13:11:02.9,2001-02-17,08:33:43.950411,51957.35675868531,1.033,120.0,1,spex,0.5x15,Prism,2001A109,Emery,,,,,,,,,
odysseus0051.b.fits,B,1143 odysseus,target,moving,+08:57:13.65,+13:11:10.6,2001-02-17,08:36:06.349290,51957.35840682049,1.031,120.0,1,spex,0.5x15,Prism,2001A109,Emery,,,,,,,,,
odysseus0052.b.fits,B,1143 odysseus,target,moving,+08:57:13.61,+13:11:10.6,2001-02-17,08:38:23.718381,51957.359996740524,1.028,120.0,1,spex,0.5x15,Prism,2001A109,Emery,,,,,,,,,
odysseus0053.a.fits,A,1143 odysseus,target,moving,+08:57:13.54,+13:11:03.8,2001-02-17,08:40:46.103104,51957.361644711855,1.026,120.0,1,spex,0.5x15,Prism,2001A109,Emery,,,,,,,,,
sao982910054.a.fits,A,sao 98291,standard,fixed,+09:01:03.45,+12:32:37.2,2001-02-17,08:44:09.574303,51957.36399970258,1.03,10.0,2,spex,0.5x15,Prism,2001A109,Emery,2.938773,HD  77150,G0,9.65,9.12,8.131,7.9,7.842,
sao982910055.b.fits,B,sao 98291,standard,fixed,+09:01:03.43,+12:32:44.6,2001-02-17,08:44:55.255186,51957.3645284165,1.029,10.0,2,spex,0.5x15,Prism,2001A109,Emery,2.938773,HD  77150,G0,9.65,9.12,8.131,7.9,7.842,
sao991410056.a.fits,A,sao 99141,ignore,fixed,+10:27:56.16,+12:04:46.1,2001-02-17,08:57:10.263823,51957.373035460914,1.159,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410057.b.fits,B,sao 99141,ignore,fixed,+10:27:56.16,+12:04:53.6,2001-02-17,08:58:02.643000,51957.373641701386,1.157,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410058.b.fits,B,sao 99141,ignore,fixed,+10:27:56.19,+12:04:53.5,2001-02-17,08:58:49.980735,51957.37418959184,1.154,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410059.a.fits,A,sao 99141,ignore,fixed,+10:27:56.18,+12:04:46.1,2001-02-17,08:59:42.347999,51957.374795694435,1.152,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410060.a.fits,A,sao 99141,ignore,fixed,+10:27:56.19,+12:04:46.1,2001-02-17,09:00:29.697640,51957.375343722684,1.15,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410061.b.fits,B,sao 99141,ignore,fixed,+10:27:56.19,+12:04:53.6,2001-02-17,09:01:22.192749,51957.375951304966,1.148,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410062.b.fits,B,sao 99141,ignore,fixed,+10:27:56.19,+12:04:53.6,2001-02-17,09:02:09.631606,51957.37650036581,1.146,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410063.a.fits,A,sao 99141,ignore,fixed,+10:27:56.22,+12:04:46.0,2001-02-17,09:03:02.097845,51957.377107613946,1.144,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
agamemnon0064.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.47,+12:51:30.1,2001-02-17,09:06:22.601598,51957.379428259235,1.125,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0065.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.44,+12:51:37.7,2001-02-17,09:07:15.040152,51957.38003518694,1.123,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0066.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.43,+12:51:37.9,2001-02-17,09:08:02.395234,51957.38058327817,1.122,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0067.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.41,+12:51:30.2,2001-02-17,09:08:54.835392,51957.38119022444,1.12,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0068.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.41,+12:51:30.1,2001-02-17,09:09:42.179189,51957.38173818506,1.118,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0069.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.39,+12:51:37.6,2001-02-17,09:10:34.550784,51957.38234433778,1.116,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0070.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.38,+12:51:37.8,2001-02-17,09:11:21.906330,51957.382892434376,1.114,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0071.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.38,+12:51:30.4,2001-02-17,09:12:14.325927,51957.38349914267,1.112,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0072.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.37,+12:51:30.3,2001-02-17,09:13:01.667287,51957.38404707508,1.11,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0073.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.37,+12:51:37.8,2001-02-17,09:13:54.080828,51957.384653713285,1.109,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0074.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.36,+12:51:37.9,2001-02-17,09:14:41.435752,51957.38520180269,1.107,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0075.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.33,+12:51:30.3,2001-02-17,09:15:33.785672,51957.38580770454,1.105,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0076.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.34,+12:51:30.3,2001-02-17,09:16:21.965875,51957.386365345774,1.103,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0077.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.32,+12:51:38.0,2001-02-17,09:17:14.780422,51957.386976625254,1.101,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0078.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.32,+12:51:38.0,2001-02-17,09:18:02.597674,51957.38753006567,1.1,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0079.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.28,+12:51:30.4,2001-02-17,09:18:55.035421,51957.38813698404,1.098,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0080.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.27,+12:51:30.4,2001-02-17,09:19:42.374757,51957.38868489302,1.097,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0081.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.25,+12:51:38.1,2001-02-17,09:20:34.730321,51957.3892908602,1.095,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0082.b.fits,B,911 agamemnon,ignore,moving,+10:24:56.22,+12:51:38.2,2001-02-17,09:21:22.105774,51957.3898391872,1.093,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0083.a.fits,A,911 agamemnon,ignore,moving,+10:24:56.19,+12:51:30.6,2001-02-17,09:22:14.505257,51957.3904456627,1.092,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
arc0084.a.fits,A,arc lamp,ignore,fixed,+10:24:56.18,+12:51:30.5,2001-02-17,09:24:02.932030,51957.3917006022,1.089,1.5,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
arc0085.b.fits,B,arc lamp,ignore,fixed,+10:24:56.17,+12:51:30.6,2001-02-17,09:24:32.295788,51957.39204046051,1.088,1.5,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
flat0086.a.fits,A,flat lamp,ignore,fixed,+10:24:56.11,+12:51:30.7,2001-02-17,09:27:00.234817,51957.39375271779,1.084,0.2,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
flat0087.a.fits,A,flat lamp,ignore,fixed,+10:24:56.10,+12:51:30.7,2001-02-17,09:27:05.165403,51957.39380978476,1.084,0.2,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
flat0088.a.fits,A,flat lamp,ignore,fixed,+10:24:56.10,+12:51:30.7,2001-02-17,09:27:10.946024,51957.39387669009,1.084,0.2,10,spex,0.8x15,LongXD1.9,2001A109,Emery,8.632347,HD  60234,G0,8.31,7.64,6.49,6.226,6.16,
sao991410089.a.fits,A,sao 99141,ignore,fixed,+10:27:56.05,+12:04:46.7,2001-02-17,09:28:28.529638,51957.39477464859,1.088,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410090.b.fits,B,sao 99141,ignore,fixed,+10:27:56.05,+12:04:54.1,2001-02-17,09:29:20.938669,51957.39538123459,1.086,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410091.b.fits,B,sao 99141,ignore,fixed,+10:27:56.08,+12:04:54.0,2001-02-17,09:30:08.341171,51957.39592987466,1.085,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410092.a.fits,A,sao 99141,ignore,fixed,+10:27:56.08,+12:04:46.7,2001-02-17,09:31:00.773367,51957.39653672878,1.083,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410093.a.fits,A,sao 99141,ignore,fixed,+10:27:56.08,+12:04:46.4,2001-02-17,09:31:48.184158,51957.39708546479,1.082,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410094.b.fits,B,sao 99141,ignore,fixed,+10:27:56.06,+12:04:54.1,2001-02-17,09:32:40.577884,51957.39769187366,1.08,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410095.b.fits,B,sao 99141,ignore,fixed,+10:27:56.06,+12:04:54.0,2001-02-17,09:33:27.962503,51957.39824030675,1.079,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410096.a.fits,A,sao 99141,ignore,fixed,+10:27:56.08,+12:04:46.5,2001-02-17,09:34:20.388930,51957.3988470941,1.078,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
agamemnon0097.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.54,+12:51:32.1,2001-02-17,09:37:16.692325,51957.40088764265,1.066,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0098.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.53,+12:51:39.7,2001-02-17,09:38:09.049309,51957.40149362626,1.064,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0099.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.50,+12:51:39.6,2001-02-17,09:38:56.382805,51957.40204146765,1.063,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0100.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.48,+12:51:32.0,2001-02-17,09:39:48.773326,51957.40264783942,1.062,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0101.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.46,+12:51:32.1,2001-02-17,09:40:36.346123,51957.4031984505,1.061,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0102.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.45,+12:51:39.8,2001-02-17,09:41:28.757500,51957.40380506366,1.059,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0103.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.42,+12:51:39.8,2001-02-17,09:42:16.102482,51957.404353037986,1.058,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0104.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.41,+12:51:32.1,2001-02-17,09:43:08.441647,51957.40495881536,1.057,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0105.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.40,+12:51:32.3,2001-02-17,09:43:55.779202,51957.405506703726,1.056,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0106.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.35,+12:51:40.0,2001-02-17,09:44:48.215716,51957.40611360782,1.055,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0107.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.34,+12:51:40.0,2001-02-17,09:45:35.546296,51957.406661415465,1.054,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0108.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.32,+12:51:32.4,2001-02-17,09:46:27.999636,51957.407268514304,1.052,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0109.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.31,+12:51:32.3,2001-02-17,09:47:15.380395,51957.40781690272,1.051,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0110.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.29,+12:51:40.2,2001-02-17,09:48:07.753620,51957.4084230743,1.05,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
