FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_SEP,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
agamemnon0111.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.28,+12:51:40.1,2001-02-17,09:48:55.995402,51957.40898142826,1.049,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0112.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.25,+12:51:32.6,2001-02-17,09:49:48.377941,51957.40958770765,1.048,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0113.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.24,+12:51:32.6,2001-02-17,09:50:36.424026,51957.410143796595,1.047,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0114.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.24,+12:51:40.1,2001-02-17,09:51:29.172276,51957.41075430875,1.046,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0115.b.fits,B,911 agamemnon,ignore,moving,+10:24:55.21,+12:51:40.1,2001-02-17,09:52:16.556986,51957.41130274289,1.045,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0116.a.fits,A,911 agamemnon,ignore,moving,+10:24:55.18,+12:51:32.5,2001-02-17,09:53:08.896709,51957.41190852672,1.044,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
sao991410117.a.fits,A,sao 99141,ignore,fixed,+10:27:56.04,+12:04:46.3,2001-02-17,09:54:49.867216,51957.41307716685,1.048,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410118.b.fits,B,sao 99141,ignore,fixed,+10:27:56.02,+12:04:53.7,2001-02-17,09:55:42.244120,51957.41368338102,1.047,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410119.b.fits,B,sao 99141,ignore,fixed,+10:27:56.04,+12:04:54.0,2001-02-17,09:56:29.616589,51957.41423167349,1.046,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410120.a.fits,A,sao 99141,ignore,fixed,+10:27:56.07,+12:04:46.6,2001-02-17,09:57:22.088943,51957.414838992394,1.045,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410121.a.fits,A,sao 99141,ignore,fixed,+10:27:56.07,+12:04:46.6,2001-02-17,09:58:09.465811,51957.41538733578,1.044,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410122.b.fits,B,sao 99141,ignore,fixed,+10:27:56.07,+12:04:53.9,2001-02-17,09:59:01.974022,51957.4159950697,1.043,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410123.b.fits,B,sao 99141,ignore,fixed,+10:27:56.08,+12:04:53.8,2001-02-17,09:59:49.360929,51957.416543529274,1.042,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410124.a.fits,A,sao 99141,ignore,fixed,+10:27:56.09,+12:04:46.4,2001-02-17,10:00:41.718985,51957.41714952529,1.041,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
agamemnon0125.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.87,+12:51:32.7,2001-02-17,10:02:40.704563,51957.41852667318,1.033,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0126.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.86,+12:51:40.3,2001-02-17,10:03:33.057517,51957.41913261015,1.033,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0127.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.84,+12:51:40.4,2001-02-17,10:04:20.442893,51957.419681052,1.032,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0128.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.83,+12:51:32.5,2001-02-17,10:05:12.862615,51957.42028776175,1.031,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0129.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.81,+12:51:32.8,2001-02-17,10:06:00.224970,51957.420835937155,1.03,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0130.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.78,+12:51:40.4,2001-02-17,10:06:52.617621,51957.42144233358,1.03,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0131.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.77,+12:51:40.3,2001-02-17,10:07:40.945348,51957.422001682266,1.029,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0132.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.73,+12:51:32.8,2001-02-17,10:08:33.352615,51957.422608247856,1.028,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0133.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.70,+12:51:32.7,2001-02-17,10:09:20.704072,51957.42315629713,1.027,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0134.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.70,+12:51:40.5,2001-02-17,10:10:13.067517,51957.423762355524,1.027,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0135.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.67,+12:51:40.6,2001-02-17,10:11:00.427042,51957.42431049817,1.026,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0136.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.66,+12:51:32.8,2001-02-17,10:11:52.812429,51957.42491681052,1.025,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0137.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.64,+12:51:32.9,2001-02-17,10:12:40.133558,51957.42546450877,1.025,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0138.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.61,+12:51:40.5,2001-02-17,10:13:32.487426,51957.42607045632,1.024,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0139.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.61,+12:51:40.8,2001-02-17,10:14:19.888970,51957.4266190853,1.023,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0140.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.59,+12:51:33.1,2001-02-17,10:15:12.752476,51957.42723093143,1.023,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0141.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.57,+12:51:33.1,2001-02-17,10:16:00.875732,51957.42778791356,1.022,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0142.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.55,+12:51:41.0,2001-02-17,10:16:53.288083,51957.428394538,1.021,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0143.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.52,+12:51:41.0,2001-02-17,10:17:40.609438,51957.42894223887,1.021,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0144.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.51,+12:51:33.3,2001-02-17,10:18:33.053472,51957.42954923,1.02,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
sao991410145.a.fits,A,sao 99141,ignore,fixed,+10:27:56.03,+12:04:46.7,2001-02-17,10:20:17.556842,51957.43075875974,1.023,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410146.b.fits,B,sao 99141,ignore,fixed,+10:27:56.02,+12:04:54.1,2001-02-17,10:21:09.931103,51957.431364943324,1.022,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410147.b.fits,B,sao 99141,ignore,fixed,+10:27:56.01,+12:04:54.1,2001-02-17,10:21:57.283440,51957.43191300278,1.022,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410148.a.fits,A,sao 99141,ignore,fixed,+10:27:56.04,+12:04:46.7,2001-02-17,10:22:49.655628,51957.43251916236,1.021,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410149.a.fits,A,sao 99141,ignore,fixed,+10:27:56.04,+12:04:46.8,2001-02-17,10:23:36.994353,51957.433067064274,1.021,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410150.b.fits,B,sao 99141,ignore,fixed,+10:27:56.05,+12:04:54.0,2001-02-17,10:24:29.349938,51957.433673031686,1.02,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410151.b.fits,B,sao 99141,ignore,fixed,+10:27:56.05,+12:04:54.0,2001-02-17,10:25:16.706079,51957.434221135176,1.02,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410152.a.fits,A,sao 99141,ignore,fixed,+10:27:56.07,+12:04:46.8,2001-02-17,10:26:09.174270,51957.4348284059,1.019,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
agamemnon0153.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.17,+12:51:34.1,2001-02-17,10:28:06.742790,51957.436189152664,1.014,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0154.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.14,+12:51:42.0,2001-02-17,10:28:59.162226,51957.436795859096,1.014,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0155.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.10,+12:51:41.8,2001-02-17,10:29:46.507257,51957.43734383399,1.014,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0156.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.09,+12:51:34.1,2001-02-17,10:30:38.877181,51957.437949967374,1.013,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0157.a.fits,A,911 agamemnon,ignore,moving,+10:24:54.07,+12:51:34.0,2001-02-17,10:31:26.334116,51957.438499237454,1.013,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0158.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.05,+12:51:41.9,2001-02-17,10:32:18.692149,51957.43910523321,1.013,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0159.b.fits,B,911 agamemnon,ignore,moving,+10:24:54.02,+12:51:41.8,2001-02-17,10:33:06.035019,51957.43965318309,1.012,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0160.a.fits,A,911 agamemnon,ignore,moving,+10:24:53.98,+12:51:34.4,2001-02-17,10:33:58.386988,51957.440259108655,1.012,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0161.a.fits,A,911 agamemnon,ignore,moving,+10:24:53.95,+12:51:34.5,2001-02-17,10:34:45.746867,51957.44080725541,1.012,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0162.b.fits,B,911 agamemnon,ignore,moving,+10:24:53.93,+12:51:42.3,2001-02-17,10:35:38.161660,51957.441413908105,1.011,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0163.b.fits,B,911 agamemnon,ignore,moving,+10:24:53.89,+12:51:42.3,2001-02-17,10:36:25.522683,51957.44196206809,1.011,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0164.a.fits,A,911 agamemnon,ignore,moving,+10:24:53.83,+12:51:34.8,2001-02-17,10:37:17.926445,51957.44256859311,1.011,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0165.a.fits,A,911 agamemnon,ignore,moving,+10:24:53.83,+12:51:34.8,2001-02-17,10:38:05.343926,51957.443117406554,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0166.b.fits,B,911 agamemnon,ignore,moving,+10:24:53.81,+12:51:42.5,2001-02-17,10:38:57.711284,51957.44372351023,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0167.b.fits,B,911 agamemnon,ignore,moving,+10:24:53.78,+12:51:42.3,2001-02-17,10:39:45.177955,51957.444272893,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0168.a.fits,A,911 agamemnon,ignore,moving,+10:24:53.75,+12:51:34.9,2001-02-17,10:40:37.645957,51957.444880161536,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0169.a.fits,A,911 agamemnon,ignore,moving,+10:24:53.71,+12:51:34.9,2001-02-17,10:41:25.995404,51957.44543976162,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0170.b.fits,B,911 agamemnon,ignore,moving,+10:24:53.67,+12:51:42.8,2001-02-17,10:42:18.400064,51957.44604629704,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0171.b.fits,B,911 agamemnon,ignore,moving,+10:24:53.64,+12:51:42.6,2001-02-17,10:43:05.756505,51957.44659440399,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0172.a.fits,A,911 agamemnon,ignore,moving,+10:24:53.61,+12:51:35.1,2001-02-17,10:43:58.214103,51957.44720155212,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
sao991410173.a.fits,A,sao 99141,ignore,fixed,+10:27:55.93,+12:04:47.3,2001-02-17,10:45:35.570720,51957.448328364815,1.011,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410174.b.fits,B,sao 99141,ignore,fixed,+10:27:55.92,+12:04:54.6,2001-02-17,10:46:27.920529,51957.44893426538,1.011,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410175.b.fits,B,sao 99141,ignore,fixed,+10:27:55.89,+12:04:54.7,2001-02-17,10:47:15.275972,51957.44948236079,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410176.a.fits,A,sao 99141,ignore,fixed,+10:27:55.91,+12:04:47.0,2001-02-17,10:48:07.645294,51957.450088487196,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410177.a.fits,A,sao 99141,ignore,fixed,+10:27:55.87,+12:04:47.1,2001-02-17,10:48:56.005595,51957.45064821291,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410178.b.fits,B,sao 99141,ignore,fixed,+10:27:55.87,+12:04:54.6,2001-02-17,10:49:48.420351,51957.45125486518,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410179.b.fits,B,sao 99141,ignore,fixed,+10:27:55.88,+12:04:54.7,2001-02-17,10:50:35.790044,51957.45180312551,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410180.a.fits,A,sao 99141,ignore,fixed,+10:27:55.87,+12:04:47.1,2001-02-17,10:51:28.175439,51957.45240943795,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
agamemnon0181.a.fits,A,911 agamemnon,ignore,moving,+10:24:53.05,+12:51:35.6,2001-02-17,10:59:24.187632,51957.457918838336,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0182.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.99,+12:51:43.3,2001-02-17,11:00:16.541229,51957.45852478274,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0183.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.96,+12:51:43.3,2001-02-17,11:01:03.876438,51957.45907264396,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0184.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.94,+12:51:35.8,2001-02-17,11:01:56.395860,51957.459680507636,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0185.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.89,+12:51:35.7,2001-02-17,11:02:43.739301,51957.46022846413,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0186.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.86,+12:51:43.4,2001-02-17,11:03:36.280245,51957.46083657691,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0187.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.81,+12:51:43.5,2001-02-17,11:04:23.650301,51957.461384841445,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0188.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.77,+12:51:35.9,2001-02-17,11:05:16.094574,51957.46199183535,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0189.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.74,+12:51:36.0,2001-02-17,11:06:03.701687,51957.4625428436,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0190.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.69,+12:51:43.5,2001-02-17,11:06:56.688917,51957.463156121725,1.008,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0191.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.67,+12:51:43.6,2001-02-17,11:07:44.055104,51957.463704341484,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0192.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.63,+12:51:36.0,2001-02-17,11:08:36.423318,51957.46431045507,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0193.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.59,+12:51:35.9,2001-02-17,11:09:23.803362,51957.46485883521,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0194.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.57,+12:51:43.5,2001-02-17,11:10:16.177493,51957.46546501728,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0195.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.55,+12:51:43.4,2001-02-17,11:11:03.510072,51957.466012848054,1.009,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0196.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.52,+12:51:35.8,2001-02-17,11:11:55.891658,51957.466619116414,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0197.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.49,+12:51:36.0,2001-02-17,11:12:43.251724,51957.46716726533,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0198.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.45,+12:51:43.5,2001-02-17,11:13:35.635691,51957.467773561235,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0199.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.40,+12:51:43.6,2001-02-17,11:14:23.045441,51957.468322285196,1.01,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0200.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.39,+12:51:35.9,2001-02-17,11:15:15.459796,51957.46892893282,1.011,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
sao991410201.a.fits,A,sao 99141,ignore,fixed,+10:27:55.97,+12:04:47.0,2001-02-17,11:16:55.368879,51957.470085287954,1.012,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410202.b.fits,B,sao 99141,ignore,fixed,+10:27:55.97,+12:04:54.3,2001-02-17,11:17:47.786159,51957.470691969436,1.012,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410203.b.fits,B,sao 99141,ignore,fixed,+10:27:55.94,+12:04:54.3,2001-02-17,11:18:35.139495,51957.47124004045,1.013,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410204.a.fits,A,sao 99141,ignore,fixed,+10:27:55.96,+12:04:46.7,2001-02-17,11:19:27.530471,51957.47184641749,1.013,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410205.a.fits,A,sao 99141,ignore,fixed,+10:27:55.92,+12:04:46.6,2001-02-17,11:20:14.905968,51957.472394745,1.013,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410206.b.fits,B,sao 99141,ignore,fixed,+10:27:55.91,+12:04:54.0,2001-02-17,11:21:07.234776,51957.4730004025,1.013,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410207.b.fits,B,sao 99141,ignore,fixed,+10:27:55.90,+12:04:54.0,2001-02-17,11:21:54.623235,51957.473548880036,1.014,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
sao991410208.a.fits,A,sao 99141,ignore,fixed,+10:27:55.89,+12:04:46.7,2001-02-17,11:22:47.139193,51957.474156703625,1.014,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,2.63874,HD  90604,G,9.88,9.36,8.271,8.066,7.942,
agamemnon0209.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.56,+12:51:36.3,2001-02-17,11:24:44.735574,51957.475517772844,1.015,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0210.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.55,+12:51:43.9,2001-02-17,11:25:37.096812,51957.476123805696,1.015,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0211.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.51,+12:51:44.0,2001-02-17,11:26:24.485187,51957.47667228226,1.016,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0212.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.46,+12:51:36.5,2001-02-17,11:27:16.871254,51957.47727860248,1.016,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0213.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.45,+12:51:36.6,2001-02-17,11:28:04.225693,51957.47782668626,1.017,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0214.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.39,+12:51:44.0,2001-02-17,11:28:56.635819,51957.478433284945,1.017,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0215.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.37,+12:51:44.0,2001-02-17,11:29:43.962674,51957.47898104947,1.018,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0216.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.34,+12:51:36.3,2001-02-17,11:30:36.350396,51957.47958738884,1.018,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0217.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.31,+12:51:36.4,2001-02-17,11:31:23.707630,51957.48013550498,1.019,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0218.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.27,+12:51:43.9,2001-02-17,11:32:16.084971,51957.480741724205,1.019,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0219.b.fits,B,911 agamemnon,ignore,moving,+10:24:52.26,+12:51:43.9,2001-02-17,11:33:03.466796,51957.48129012495,1.02,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0220.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.25,+12:51:36.2,2001-02-17,11:33:55.869584,51957.4818966387,1.02,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
agamemnon0221.a.fits,A,911 agamemnon,ignore,moving,+10:24:52.20,+12:51:36.3,2001-02-17,11:34:43.326345,51957.48244590677,1.021,30.0,1,spex,0.8x15,LongXD1.9,2001A109,Emery,,,,,,,,,
