FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_SEP,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
flat0121.a.fits,A,flat lamp,calibration,fixed,+14:02:54.38,-14:00:00.0,2001-04-30,09:50:47.619019,52029.410273368274,1.204,0.6,20,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
flat0122.a.fits,A,flat lamp,calibration,fixed,+14:03:17.51,-14:00:00.0,2001-04-30,09:51:10.820265,52029.41054190121,1.204,0.6,20,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
flat0123.a.fits,A,flat lamp,calibration,fixed,+14:03:40.94,-14:00:00.0,2001-04-30,09:51:34.018164,52029.41081039541,1.204,0.6,20,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
arc0124.a.fits,A,arc lamp,calibration,fixed,+14:03:52.41,-14:00:00.0,2001-04-30,09:52:04.182467,52029.411159519295,1.204,0.18,10,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
flat0125.a.fits,A,flat lamp,calibration,fixed,+14:05:44.85,-06:00:00.0,2001-04-30,09:53:36.491086,52029.41222790609,1.111,0.6,20,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
flat0126.a.fits,A,flat lamp,calibration,fixed,+14:06:08.09,-06:00:00.0,2001-04-30,09:54:00.749877,52029.41250867913,1.111,0.6,20,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
flat0127.a.fits,A,flat lamp,calibration,fixed,+14:06:31.32,-06:00:00.0,2001-04-30,09:54:23.906321,52029.41277669353,1.111,0.6,20,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
flat0128.a.fits,A,flat lamp,calibration,fixed,+14:06:54.45,-06:00:00.0,2001-04-30,09:54:47.075121,52029.41304485094,1.111,0.6,20,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
flat0129.a.fits,A,flat lamp,calibration,fixed,+14:07:17.69,-06:00:00.0,2001-04-30,09:55:10.233445,52029.413312887096,1.111,0.6,20,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
arc0130.a.fits,A,arc lamp,calibration,fixed,+14:07:28.45,-06:00:00.0,2001-04-30,09:55:39.644705,52029.413653295196,1.111,0.18,10,spex,0.8x15,Prism,2001A014,Hardersen,,,,,,,,,
