FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_CLASS,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_GMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
flat1012.a.fits,A,flat lamp,calibration,fixed,+13:08:56.30,+19:49:36.0,2001/6/21,32:30.8,52081.23091,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
flat1013.a.fits,A,flat lamp,calibration,fixed,+13:09:19.53,+19:49:36.0,2001/6/21,32:53.9,52081.23118,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
flat1014.a.fits,A,flat lamp,calibration,fixed,+13:09:42.87,+19:49:36.0,2001/6/21,33:17.1,52081.23145,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
flat1015.a.fits,A,flat lamp,calibration,fixed,+13:10:06.00,+19:49:36.0,2001/6/21,33:40.3,52081.23172,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
flat1016.a.fits,A,flat lamp,calibration,fixed,+13:10:29.13,+19:49:36.0,2001/6/21,34:03.4,52081.23198,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
flat1017.a.fits,A,flat lamp,calibration,fixed,+13:10:52.47,+19:49:36.0,2001/6/21,34:26.6,52081.23225,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
flat1018.a.fits,A,flat lamp,calibration,fixed,+13:11:16.40,+19:49:36.0,2001/6/21,34:50.5,52081.23253,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
flat1019.a.fits,A,flat lamp,calibration,fixed,+13:11:39.84,+19:49:36.0,2001/6/21,35:13.8,52081.2328,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
flat1020.a.fits,A,flat lamp,calibration,fixed,+13:12:03.07,+19:49:36.0,2001/6/21,35:37.1,52081.23307,1,0.6,20,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
arc1021.a.fits,A,arc lamp,calibration,fixed,+13:13:46.77,+19:49:36.0,2001/6/21,37:39.3,52081.23448,1,0.18,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1022.a.fits,A,1999 KW4,target,moving,+13:14:56.26,+27:55:02.0,2001/6/21,16:04.9,52081.26117,1.023,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1023.b.fits,B,1999 KW4,target,moving,+13:14:56.17,+27:55:09.4,2001/6/21,18:27.4,52081.26282,1.024,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1024.b.fits,B,1999 KW4,target,moving,+13:14:56.07,+27:55:09.0,2001/6/21,20:44.8,52081.26441,1.026,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1025.a.fits,A,1999 KW4,target,moving,+13:14:56.00,+27:55:01.4,2001/6/21,23:07.2,52081.26606,1.028,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1026.a.fits,A,1999 KW4,target,moving,+13:14:55.89,+27:55:01.0,2001/6/21,25:24.7,52081.26765,1.03,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1027.b.fits,B,1999 KW4,target,moving,+13:14:55.81,+27:55:08.2,2001/6/21,27:47.1,52081.2693,1.032,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1028.b.fits,B,1999 KW4,target,moving,+13:14:55.73,+27:55:07.9,2001/6/21,30:04.6,52081.27089,1.034,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1029.a.fits,A,1999 KW4,target,moving,+13:14:55.61,+27:55:00.2,2001/6/21,32:26.9,52081.27253,1.036,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1030.a.fits,A,1999 KW4,target,moving,+13:14:55.53,+27:55:00.2,2001/6/21,34:44.3,52081.27412,1.038,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1031.b.fits,B,1999 KW4,target,moving,+13:14:55.44,+27:55:07.2,2001/6/21,37:06.7,52081.27577,1.04,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1032.a.fits,A,1999 KW4,target,moving,+13:14:55.31,+27:54:59.5,2001/6/21,39:47.4,52081.27763,1.043,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1033.b.fits,B,1999 KW4,target,moving,+13:14:55.27,+27:55:06.7,2001/6/21,42:09.9,52081.27928,1.046,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1034.b.fits,B,1999 KW4,target,moving,+13:14:55.20,+27:55:06.3,2001/6/21,44:27.2,52081.28087,1.048,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1035.a.fits,A,1999 KW4,target,moving,+13:14:55.14,+27:54:58.6,2001/6/21,46:49.6,52081.28252,1.051,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1036.a.fits,A,1999 KW4,target,moving,+13:14:55.06,+27:54:58.4,2001/6/21,49:07.0,52081.28411,1.054,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1037.b.fits,B,1999 KW4,target,moving,+13:14:55.01,+27:55:05.7,2001/6/21,51:29.3,52081.28576,1.057,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1038.a.fits,A,532,target,moving,+14:06:46.44,+07:20:06.1,2001/6/21,02:02.4,52081.29308,1.034,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1039.b.fits,B,532,target,moving,+14:06:46.44,+07:20:12.7,2001/6/21,03:44.5,52081.29427,1.036,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1040.b.fits,B,532,target,moving,+14:06:46.45,+07:20:11.8,2001/6/21,05:21.6,52081.29539,1.037,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1041.a.fits,A,532,target,moving,+14:06:46.44,+07:20:03.6,2001/6/21,07:03.9,52081.29657,1.038,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1042.a.fits,A,532,target,moving,+14:06:46.44,+07:20:02.5,2001/6/21,08:41.0,52081.2977,1.039,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1043.b.fits,B,532,target,moving,+14:06:46.43,+07:20:09.1,2001/6/21,10:23.1,52081.29888,1.04,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1044.b.fits,B,532,target,moving,+14:06:46.40,+07:20:08.3,2001/6/21,12:00.2,52081.3,1.042,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1045.a.fits,A,532,target,moving,+14:06:46.41,+07:19:59.9,2001/6/21,13:42.4,52081.30118,1.043,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1046.a.fits,A,532,target,moving,+14:06:46.42,+07:19:59.0,2001/6/21,15:19.4,52081.30231,1.045,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1047.b.fits,B,532,target,moving,+14:06:46.41,+07:20:05.5,2001/6/21,17:01.5,52081.30349,1.046,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1048.a.fits,A,land_ 107-684,standard,fixed,+15:37:18.90,-00:09:49.2,2001/6/21,23:43.4,52081.30814,1.078,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1049.b.fits,B,land_ 107-684,standard,fixed,+15:37:18.94,-00:09:42.1,2001/6/21,25:00.1,52081.30903,1.077,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1050.b.fits,B,land_ 107-684,standard,fixed,+15:37:18.95,-00:09:42.1,2001/6/21,26:11.8,52081.30986,1.076,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1051.a.fits,A,land_ 107-684,standard,fixed,+15:37:18.93,-00:09:50.0,2001/6/21,27:28.7,52081.31075,1.075,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1052.a.fits,A,land_ 107-684,standard,fixed,+15:37:18.94,-00:09:50.1,2001/6/21,28:40.5,52081.31158,1.074,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1053.b.fits,B,land_ 107-684,standard,fixed,+15:37:18.97,-00:09:42.6,2001/6/21,29:57.2,52081.31247,1.073,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1054.b.fits,B,land_ 107-684,standard,fixed,+15:37:18.96,-00:09:43.0,2001/6/21,31:08.9,52081.3133,1.073,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1055.a.fits,A,land_ 107-684,standard,fixed,+15:37:18.94,-00:09:50.5,2001/6/21,32:25.7,52081.31419,1.072,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1056.a.fits,A,land_ 107-684,standard,fixed,+15:37:18.94,-00:09:50.6,2001/6/21,33:37.4,52081.31502,1.071,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1057.b.fits,B,land_ 107-684,standard,fixed,+15:37:18.94,-00:09:43.3,2001/6/21,34:54.2,52081.31591,1.071,2,20,spex,0.8x15,Prism,2001A004,Binzel,HD 139287,G2/3V,HighPM*,9.04,8.44,8.271364,7.215,6.952,6.83,
sp6.1058.a.fits,A,673,target,fixed,+14:07:35.03,-12:35:37.5,2001/6/21,39:47.7,52081.3193,1.249,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1059.b.fits,B,673,target,fixed,+14:07:35.05,-12:35:30.3,2001/6/21,42:10.1,52081.32095,1.253,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1060.b.fits,B,673,target,fixed,+14:07:35.05,-12:35:30.7,2001/6/21,44:27.5,52081.32254,1.258,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1061.a.fits,A,673,target,fixed,+14:07:35.04,-12:35:38.0,2001/6/21,46:49.8,52081.32419,1.263,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1062.a.fits,A,673,target,fixed,+14:07:35.02,-12:35:38.2,2001/6/21,49:07.2,52081.32578,1.268,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1063.b.fits,B,673,target,fixed,+14:07:34.99,-12:35:31.0,2001/6/21,51:29.5,52081.32743,1.273,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1064.b.fits,B,673,target,fixed,+14:07:34.95,-12:35:31.2,2001/6/21,53:46.9,52081.32901,1.279,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1065.a.fits,A,673,target,fixed,+14:07:34.91,-12:35:38.6,2001/6/21,56:09.3,52081.33066,1.284,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1066.a.fits,A,673,target,fixed,+14:07:34.88,-12:35:38.7,2001/6/21,58:26.7,52081.33225,1.29,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1067.b.fits,B,673,target,fixed,+14:07:34.87,-12:35:31.2,2001/6/21,00:49.1,52081.3339,1.296,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1068.a.fits,A,673,target,fixed,+14:07:34.87,-12:35:38.7,2001/6/21,03:23.7,52081.33569,1.303,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1069.b.fits,B,673,target,fixed,+14:07:34.87,-12:35:31.3,2001/6/21,05:46.1,52081.33734,1.31,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1070.b.fits,B,673,target,fixed,+14:07:34.87,-12:35:31.4,2001/6/21,08:03.5,52081.33893,1.316,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1071.a.fits,A,673,target,fixed,+14:07:34.90,-12:35:38.9,2001/6/21,10:25.9,52081.34058,1.323,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1072.a.fits,A,119,target,moving,+15:46:52.62,-13:32:02.3,2001/6/21,18:02.8,52081.34587,1.199,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1073.b.fits,B,119,target,moving,+15:46:52.51,-13:31:54.7,2001/6/21,20:28.1,52081.34755,1.199,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1074.b.fits,B,119,target,moving,+15:46:52.42,-13:31:54.7,2001/6/21,22:48.4,52081.34917,1.2,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1075.a.fits,A,119,target,moving,+15:46:52.35,-13:32:02.1,2001/6/21,25:13.6,52081.35085,1.201,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1076.a.fits,A,119,target,moving,+15:46:52.24,-13:32:02.1,2001/6/21,27:33.9,52081.35248,1.202,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1077.b.fits,B,119,target,moving,+15:46:52.17,-13:31:54.8,2001/6/21,29:59.0,52081.35416,1.203,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1078.b.fits,B,119,target,moving,+15:46:52.06,-13:31:55.0,2001/6/21,32:19.3,52081.35578,1.205,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1079.a.fits,A,119,target,moving,+15:46:51.98,-13:32:02.3,2001/6/21,34:44.5,52081.35746,1.206,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1080.a.fits,A,119,target,moving,+15:46:51.89,-13:32:02.2,2001/6/21,37:04.7,52081.35908,1.208,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1081.b.fits,B,119,target,moving,+16:34:05.72,+14:26:39.0,2001/6/21,39:29.9,52081.36076,1.007,30,3,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1082.a.fits,A,2001 KA67,target,moving,+16:34:02.99,+14:23:44.5,2001/6/21,51:58.9,52081.36943,1.005,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1083.b.fits,B,2001 KA67,target,moving,+16:34:02.87,+14:23:43.0,2001/6/21,54:21.3,52081.37108,1.005,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1084.b.fits,B,2001 KA67,target,moving,+16:34:02.71,+14:23:34.3,2001/6/21,56:38.7,52081.37267,1.005,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1085.a.fits,A,2001 KA67,target,moving,+16:34:02.51,+14:23:17.6,2001/6/21,59:01.1,52081.37432,1.005,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1086.a.fits,A,2001 KA67,target,moving,+16:34:02.36,+14:23:08.6,2001/6/21,01:18.4,52081.37591,1.005,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1087.b.fits,B,2001 KA67,target,moving,+16:34:02.22,+14:23:07.4,2001/6/21,03:40.9,52081.37756,1.005,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1088.b.fits,B,2001 KA67,target,moving,+16:34:02.03,+14:22:58.5,2001/6/21,05:58.2,52081.37915,1.006,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1089.a.fits,A,2001 KA67,target,moving,+16:34:01.89,+14:22:41.8,2001/6/21,08:20.7,52081.3808,1.006,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1090.a.fits,A,2001 KA67,target,moving,+16:34:01.75,+14:22:33.1,2001/6/21,10:38.1,52081.38239,1.007,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1091.b.fits,B,2001 KA67,target,moving,+16:34:01.58,+14:22:31.5,2001/6/21,13:00.5,52081.38403,1.007,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1092.a.fits,A,2001 KA67,target,moving,+16:34:01.39,+14:22:13.9,2001/6/21,15:34.1,52081.38581,1.008,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1093.b.fits,B,2001 KA67,target,moving,+16:34:01.27,+14:22:12.4,2001/6/21,17:56.5,52081.38746,1.009,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1094.b.fits,B,2001 KA67,target,moving,+16:34:01.12,+14:22:03.6,2001/6/21,20:13.9,52081.38905,1.01,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1095.a.fits,A,2001 KA67,target,moving,+16:34:00.96,+14:21:46.6,2001/6/21,22:36.2,52081.3907,1.011,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1096.a.fits,A,2001 KA67,target,moving,+16:34:00.81,+14:21:37.9,2001/6/21,24:53.6,52081.39229,1.012,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1097.b.fits,B,2001 KA67,target,moving,+16:34:00.67,+14:21:36.6,2001/6/21,27:16.0,52081.39393,1.014,120,1,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1098.a.fits,A,42,target,moving,+16:49:26.66,-21:35:18.9,2001/6/21,38:52.7,52081.402,1.345,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1099.b.fits,B,42,target,moving,+16:49:26.56,-21:35:12.0,2001/6/21,40:37.0,52081.40321,1.346,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1100.b.fits,B,42,target,moving,+16:49:26.49,-21:35:12.3,2001/6/21,42:14.1,52081.40433,1.348,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1101.a.fits,A,42,target,moving,+16:49:26.36,-21:35:20.2,2001/6/21,43:56.2,52081.40551,1.349,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1102.a.fits,A,42,target,moving,+16:49:26.27,-21:35:20.6,2001/6/21,45:33.3,52081.40664,1.351,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1103.b.fits,B,42,target,moving,+16:49:26.17,-21:35:13.5,2001/6/21,47:15.5,52081.40782,1.353,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1104.b.fits,B,42,target,moving,+16:49:26.08,-21:35:13.8,2001/6/21,48:52.5,52081.40894,1.355,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1105.a.fits,A,42,target,moving,+16:49:25.98,-21:35:21.7,2001/6/21,50:34.7,52081.41012,1.357,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1106.a.fits,A,42,target,moving,+16:49:25.89,-21:35:21.9,2001/6/21,52:11.8,52081.41125,1.359,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1107.b.fits,B,42,target,moving,+16:49:25.79,-21:35:14.9,2001/6/21,53:53.9,52081.41243,1.361,5,10,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1108.a.fits,A,929,target,moving,+18:13:47.39,-18:15:50.8,2001/6/21,10:35.8,52081.42403,1.279,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1109.b.fits,B,929,target,moving,+18:13:47.26,-18:15:43.1,2001/6/21,13:14.7,52081.42586,1.277,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1110.b.fits,B,929,target,moving,+18:13:47.13,-18:15:43.1,2001/6/21,15:48.5,52081.42764,1.275,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1111.a.fits,A,929,target,moving,+18:13:46.97,-18:15:50.8,2001/6/21,18:27.3,52081.42948,1.274,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1112.a.fits,A,929,target,moving,+18:13:46.83,-18:15:50.6,2001/6/21,21:01.0,52081.43126,1.273,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1113.b.fits,B,929,target,moving,+18:13:46.71,-18:15:43.0,2001/6/21,23:39.9,52081.4331,1.272,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1114.a.fits,A,929,target,moving,+18:13:46.55,-18:15:50.4,2001/6/21,26:49.7,52081.4353,1.271,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1115.b.fits,B,929,target,moving,+18:13:46.40,-18:15:42.8,2001/6/21,29:28.5,52081.43714,1.271,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1116.b.fits,B,929,target,moving,+18:13:46.30,-18:15:42.3,2001/6/21,32:02.2,52081.43891,1.271,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1117.a.fits,A,929,target,moving,+18:13:46.14,-18:15:49.8,2001/6/21,34:41.1,52081.44075,1.271,60,2,spex,0.8x15,Prism,2001A004,Binzel,,,,,,,,,,
sp6.1118.a.fits,A,land 110-361,standard,fixed,+18:42:44.05,+00:08:13.1,2001/6/21,48:41.7,52081.45048,1.065,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
sp6.1119.b.fits,B,land 110-361,standard,fixed,+18:42:44.04,+00:08:20.7,2001/6/21,50:40.5,52081.45186,1.064,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
sp6.1120.b.fits,B,land 110-361,standard,fixed,+18:42:44.04,+00:08:20.7,2001/6/21,52:34.4,52081.45318,1.063,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
sp6.1121.a.fits,A,land 110-361,standard,fixed,+18:42:44.02,+00:08:12.9,2001/6/21,54:33.3,52081.45455,1.063,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
sp6.1122.a.fits,A,land 110-361,standard,fixed,+18:42:44.01,+00:08:12.9,2001/6/21,56:27.2,52081.45587,1.063,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
sp6.1123.b.fits,B,land 110-361,standard,fixed,+18:42:44.01,+00:08:20.5,2001/6/21,58:26.1,52081.45725,1.062,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
sp6.1124.b.fits,B,land 110-361,standard,fixed,+18:42:43.98,+00:08:20.5,2001/6/21,00:19.9,52081.45856,1.062,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
sp6.1125.a.fits,A,land 110-361,standard,fixed,+18:42:44.00,+00:08:12.7,2001/6/21,02:18.8,52081.45994,1.062,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
sp6.1126.a.fits,A,land 110-361,standard,fixed,+18:42:43.97,+00:08:12.7,2001/6/21,04:12.6,52081.46126,1.062,40,2,spex,0.8x15,Prism,2001A004,Binzel,TYC  447-508-1,,Star,13.057,12.425,12.265978,11.211,10.926,10.86,
