FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_SEP,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
spec0097.a.fits,A,SAO100819,standard,fixed,+14:01:36.58,+17:40:06.4,2001-03-12,12:59:09.417287,51980.5410812186,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0098.b.fits,B,SAO100819,standard,fixed,+14:01:36.58,+17:40:13.9,2001-03-12,12:59:15.561169,51980.54115232835,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0099.a.fits,A,SAO100569,standard,fixed,+13:26:58.73,+11:54:31.1,2001-03-12,13:02:59.931394,51980.54374920595,1.021,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0100.b.fits,B,SAO100569,standard,fixed,+13:26:58.71,+11:54:38.5,2001-03-12,13:03:15.876123,51980.543933751425,1.021,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0101.b.fits,B,SAO100569,standard,fixed,+13:26:58.70,+11:54:38.5,2001-03-12,13:03:26.814306,51980.54406035077,1.021,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0102.a.fits,A,SAO100569,standard,fixed,+13:26:58.72,+11:54:30.9,2001-03-12,13:03:42.856886,51980.544246028774,1.021,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0103.a.fits,A,SAO100569,standard,fixed,+13:26:58.72,+11:54:30.9,2001-03-12,13:03:53.820827,51980.54437292624,1.021,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0104.b.fits,B,SAO100569,standard,fixed,+13:26:58.71,+11:54:38.4,2001-03-12,13:04:09.767422,51980.54455749331,1.021,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
flat0105.a.fits,A,flat lamp,calibration,fixed,+13:26:58.72,+11:54:30.8,2001-03-12,13:05:45.982855,51980.54567109786,1.023,1.05,12,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
flat0106.a.fits,A,flat lamp,calibration,fixed,+13:26:58.72,+11:54:30.8,2001-03-12,13:06:11.819717,51980.545970135616,1.023,1.05,12,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0107.a.fits,A,arc lamp,calibration,fixed,+13:26:58.72,+11:54:30.8,2001-03-12,13:06:44.256118,51980.54634555692,1.023,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0108.a.fits,A,arc lamp,calibration,fixed,+13:26:58.72,+11:54:30.8,2001-03-12,13:06:48.485538,51980.54639450854,1.023,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0109.a.fits,A,arc lamp,calibration,fixed,+13:26:58.72,+11:54:30.8,2001-03-12,13:06:52.754209,51980.546443914456,1.023,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0110.a.fits,A,arc lamp,calibration,fixed,+13:26:58.72,+11:54:30.8,2001-03-12,13:06:56.974551,51980.54649276101,1.023,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0111.a.fits,A,arc lamp,calibration,fixed,+13:26:58.72,+11:54:30.8,2001-03-12,13:07:01.261953,51980.546542383716,1.023,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0112.a.fits,A,arc lamp,calibration,fixed,+13:26:58.72,+11:54:30.8,2001-03-12,13:07:05.548703,51980.54659199888,1.023,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
spec0113.a.fits,A,SAO100819,standard,fixed,+14:01:36.57,+17:40:06.4,2001-03-12,13:10:40.638778,51980.54908146734,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0114.b.fits,B,SAO100819,standard,fixed,+14:01:36.57,+17:40:14.0,2001-03-12,13:10:46.865928,51980.54915354084,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0115.b.fits,B,SAO100819,standard,fixed,+14:01:36.56,+17:40:14.0,2001-03-12,13:10:48.026991,51980.549166979064,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0116.a.fits,A,SAO100819,standard,fixed,+14:01:36.58,+17:40:06.4,2001-03-12,13:10:54.135988,51980.549237685045,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0117.a.fits,A,SAO100819,standard,fixed,+14:01:36.56,+17:40:06.4,2001-03-12,13:10:55.185215,51980.54924982888,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0118.b.fits,B,SAO100819,standard,fixed,+14:01:36.56,+17:40:13.9,2001-03-12,13:11:01.326212,51980.54932090523,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0119.b.fits,B,SAO100819,standard,fixed,+14:01:36.55,+17:40:13.9,2001-03-12,13:11:02.399939,51980.54933333263,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0120.a.fits,A,SAO100819,standard,fixed,+14:01:36.57,+17:40:06.5,2001-03-12,13:11:08.506430,51980.54940400961,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0121.a.fits,A,SAO100819,standard,fixed,+14:01:36.57,+17:40:06.5,2001-03-12,13:11:09.580505,51980.54941644103,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0122.b.fits,B,SAO100819,standard,fixed,+14:01:36.57,+17:40:14.1,2001-03-12,13:11:15.666653,51980.549486882555,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0123.a.fits,A,SAO100819,standard,fixed,+14:01:36.53,+17:40:06.4,2001-03-12,13:14:53.613829,51980.55200941932,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0124.b.fits,B,SAO100819,standard,fixed,+14:01:36.52,+17:40:14.0,2001-03-12,13:14:59.531293,51980.55207790848,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0125.b.fits,B,SAO100819,standard,fixed,+14:01:36.52,+17:40:14.0,2001-03-12,13:15:00.470625,51980.55208878038,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0126.a.fits,A,SAO100819,standard,fixed,+14:01:36.53,+17:40:06.5,2001-03-12,13:15:06.501507,51980.55215858226,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0127.a.fits,A,SAO100819,standard,fixed,+14:01:36.53,+17:40:06.5,2001-03-12,13:15:07.454495,51980.55216961221,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0128.b.fits,B,SAO100819,standard,fixed,+14:01:36.52,+17:40:14.0,2001-03-12,13:15:13.491697,51980.55223948723,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0129.b.fits,B,SAO100819,standard,fixed,+14:01:36.53,+17:40:14.0,2001-03-12,13:15:14.827752,51980.55225495083,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0130.a.fits,A,SAO100819,standard,fixed,+14:01:36.53,+17:40:06.5,2001-03-12,13:15:21.431953,51980.552331388346,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0131.a.fits,A,SAO100819,standard,fixed,+14:01:36.53,+17:40:06.5,2001-03-12,13:15:23.249480,51980.55235242454,1.002,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0132.a.fits,A,SAO100819,standard,fixed,+14:01:36.52,+17:40:06.4,2001-03-12,13:17:41.177528,51980.553948813984,1.003,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0133.b.fits,B,SAO100819,standard,fixed,+14:01:36.50,+17:40:13.8,2001-03-12,13:17:47.305009,51980.5540197339,1.003,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0134.b.fits,B,SAO100819,standard,fixed,+14:01:36.50,+17:40:13.8,2001-03-12,13:17:48.204058,51980.55403013956,1.003,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0135.a.fits,A,SAO100819,standard,fixed,+14:01:36.51,+17:40:06.3,2001-03-12,13:17:54.345252,51980.55410121819,1.003,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0136.a.fits,A,SAO100819,standard,fixed,+14:01:36.52,+17:40:06.3,2001-03-12,13:17:55.273808,51980.55411196537,1.003,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0137.b.fits,B,SAO100819,standard,fixed,+14:01:36.49,+17:40:13.9,2001-03-12,13:18:01.255500,51980.55418119792,1.003,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0138.a.fits,A,1998 SF36,target,moving,+13:06:30.09,+17:52:09.4,2001-03-12,13:23:17.925740,51980.55784636273,1.055,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0139.b.fits,B,1998 SF36,target,moving,+13:06:30.61,+17:52:18.9,2001-03-12,13:25:40.349366,51980.55949478433,1.058,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0140.b.fits,B,1998 SF36,target,moving,+13:06:31.12,+17:52:20.9,2001-03-12,13:27:57.735599,51980.561084902765,1.062,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0141.a.fits,A,1998 SF36,target,moving,+13:06:31.68,+17:52:15.8,2001-03-12,13:30:20.197006,51980.562733761646,1.066,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0142.a.fits,A,1998 SF36,target,moving,+13:06:32.18,+17:52:17.9,2001-03-12,13:32:37.567261,51980.56432369515,1.07,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0143.b.fits,B,1998 SF36,target,moving,+13:06:32.70,+17:52:27.4,2001-03-12,13:34:59.944547,51980.56597158041,1.073,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0144.b.fits,B,1998 SF36,target,moving,+13:06:33.23,+17:52:29.5,2001-03-12,13:37:17.373985,51980.5675621989,1.077,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0145.a.fits,A,1998 SF36,target,moving,+13:06:33.80,+17:52:24.2,2001-03-12,13:39:39.771643,51980.56921031994,1.082,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0146.a.fits,A,1998 SF36,target,moving,+13:06:34.34,+17:52:26.3,2001-03-12,13:41:57.217444,51980.570801127826,1.086,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0147.b.fits,B,1998 SF36,target,moving,+13:06:34.88,+17:52:35.9,2001-03-12,13:44:19.678315,51980.5724499805,1.091,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
flat0148.a.fits,A,flat lamp,calibration,fixed,+13:06:35.72,+17:52:31.7,2001-03-12,13:49:39.177063,51980.576147882675,1.097,1.05,12,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
flat0149.a.fits,A,flat lamp,calibration,fixed,+13:06:35.82,+17:52:32.2,2001-03-12,13:50:04.963985,51980.57644634242,1.098,1.05,12,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0150.a.fits,A,arc lamp,calibration,fixed,+13:06:35.86,+17:52:32.3,2001-03-12,13:50:37.348475,51980.576821162904,1.098,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0151.a.fits,A,arc lamp,calibration,fixed,+13:06:35.88,+17:52:32.4,2001-03-12,13:50:41.567460,51980.57686999375,1.099,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0152.a.fits,A,arc lamp,calibration,fixed,+13:06:35.89,+17:52:32.5,2001-03-12,13:50:45.809116,51980.57691908699,1.099,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0153.a.fits,A,arc lamp,calibration,fixed,+13:06:35.91,+17:52:32.5,2001-03-12,13:50:50.081448,51980.57696853528,1.099,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0154.a.fits,A,arc lamp,calibration,fixed,+13:06:35.93,+17:52:32.6,2001-03-12,13:50:54.367522,51980.57701814261,1.099,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0155.a.fits,A,arc lamp,calibration,fixed,+13:06:35.94,+17:52:32.7,2001-03-12,13:50:58.616327,51980.5770673186,1.099,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
spec0156.a.fits,A,SAO120107,standard,fixed,+13:46:57.67,+06:01:38.9,2001-03-12,13:54:44.217455,51980.579678442766,1.074,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0157.b.fits,B,SAO120107,standard,fixed,+13:46:57.64,+06:01:46.4,2001-03-12,13:54:59.593793,51980.57985640964,1.074,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0158.b.fits,B,SAO120107,standard,fixed,+13:46:57.65,+06:01:46.3,2001-03-12,13:55:10.007621,51980.579976940055,1.074,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0159.a.fits,A,SAO120107,standard,fixed,+13:46:57.67,+06:01:38.7,2001-03-12,13:55:25.614568,51980.58015757602,1.075,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0160.a.fits,A,SAO120107,standard,fixed,+13:46:57.67,+06:01:38.7,2001-03-12,13:55:36.059737,51980.58027846918,1.075,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0161.b.fits,B,SAO120107,standard,fixed,+13:46:57.66,+06:01:46.3,2001-03-12,13:55:51.404987,51980.58045607624,1.075,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0162.a.fits,A,SAO100819,standard,fixed,+14:01:36.51,+17:40:06.5,2001-03-12,13:58:25.156894,51980.5822356122,1.028,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0163.b.fits,B,SAO100819,standard,fixed,+14:01:36.51,+17:40:14.0,2001-03-12,13:58:31.127721,51980.58230471899,1.028,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0164.b.fits,B,SAO100819,standard,fixed,+14:01:36.51,+17:40:14.0,2001-03-12,13:58:32.059165,51980.582315499596,1.028,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0165.a.fits,A,SAO100819,standard,fixed,+14:01:36.52,+17:40:06.4,2001-03-12,13:58:38.267854,51980.58238735942,1.028,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0166.a.fits,A,SAO100819,standard,fixed,+14:01:36.53,+17:40:06.4,2001-03-12,13:58:39.209505,51980.58239825816,1.028,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0167.b.fits,B,SAO100819,standard,fixed,+14:01:36.50,+17:40:13.9,2001-03-12,13:58:45.178429,51980.58246734293,1.028,0.1,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0168.a.fits,A,SAO100819,standard,fixed,+13:26:58.70,+11:54:31.0,2001-03-12,14:03:49.306629,51980.58598734524,1.098,4.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0169.b.fits,B,SAO100819,standard,fixed,+13:26:58.69,+11:54:38.5,2001-03-12,14:04:02.973194,51980.58614552308,1.098,4.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0170.b.fits,B,SAO100819,standard,fixed,+13:26:58.67,+11:54:38.3,2001-03-12,14:04:11.770628,51980.58624734523,1.099,4.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0171.a.fits,A,SAO100819,standard,fixed,+13:26:58.68,+11:54:31.0,2001-03-12,14:04:25.373887,51980.58640479036,1.099,4.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0172.a.fits,A,SAO100819,standard,fixed,+13:26:58.69,+11:54:31.0,2001-03-12,14:04:34.074341,51980.58650549006,1.099,4.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0173.b.fits,B,SAO100819,standard,fixed,+13:26:58.67,+11:54:38.3,2001-03-12,14:04:47.854316,51980.58666498051,1.1,4.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0174.a.fits,A,BS5996,standard,fixed,+16:07:03.27,-14:04:16.0,2001-03-12,14:09:16.401056,51980.58977316037,1.25,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0175.b.fits,B,BS5996,standard,fixed,+16:07:03.25,-14:04:08.6,2001-03-12,14:09:22.910707,51980.58984850355,1.249,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0176.b.fits,B,BS5996,standard,fixed,+16:07:03.26,-14:04:08.6,2001-03-12,14:09:24.433339,51980.58986612661,1.249,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0177.a.fits,A,BS5996,standard,fixed,+16:07:03.27,-14:04:16.0,2001-03-12,14:09:30.980985,51980.58994190955,1.249,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0178.a.fits,A,BS5996,standard,fixed,+16:07:03.26,-14:04:16.0,2001-03-12,14:09:32.541742,51980.58995997386,1.249,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0179.b.fits,B,BS5996,standard,fixed,+16:07:03.26,-14:04:08.6,2001-03-12,14:09:39.121244,51980.59003612551,1.249,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0180.b.fits,B,BS5996,standard,fixed,+16:07:03.26,-14:04:08.6,2001-03-12,14:09:40.620068,51980.59005347301,1.249,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0181.a.fits,A,BS5996,standard,fixed,+16:07:03.28,-14:04:15.8,2001-03-12,14:09:47.271511,51980.590130457305,1.249,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0182.a.fits,A,BS5996,standard,fixed,+16:07:03.28,-14:04:15.8,2001-03-12,14:09:48.789329,51980.59014802464,1.249,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0183.b.fits,B,BS5996,standard,fixed,+16:07:03.26,-14:04:08.7,2001-03-12,14:09:55.351761,51980.59022397872,1.248,0.5,1,spex,0.5x15,Prism,2001A062,Cushing,1.597795,HD 144585,G2V,6.98,6.32,5.181,4.97,4.8,
spec0184.a.fits,A,SAO159876,standard,fixed,+16:21:35.27,-13:46:39.6,2001-03-12,14:15:51.246369,51980.59434312927,1.258,8.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.469484,HD 147295,A0V,9.38,9.22,8.681,8.631,8.568,
spec0185.b.fits,B,SAO159876,standard,fixed,+16:21:35.24,-13:46:32.2,2001-03-12,14:16:13.110205,51980.59459618293,1.257,8.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.469484,HD 147295,A0V,9.38,9.22,8.681,8.631,8.568,
spec0186.a.fits,A,SAO159876,standard,fixed,+16:21:35.28,-13:46:39.6,2001-03-12,14:17:16.837481,51980.59533376714,1.256,8.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.469484,HD 147295,A0V,9.38,9.22,8.681,8.631,8.568,
spec0187.b.fits,B,SAO159876,standard,fixed,+16:21:35.26,-13:46:32.1,2001-03-12,14:17:38.921984,51980.59558937482,1.255,8.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.469484,HD 147295,A0V,9.38,9.22,8.681,8.631,8.568,
spec0188.b.fits,B,SAO159876,standard,fixed,+16:21:35.28,-13:46:32.2,2001-03-12,14:17:58.093699,51980.59581126966,1.254,8.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.469484,HD 147295,A0V,9.38,9.22,8.681,8.631,8.568,
spec0189.a.fits,A,SAO159876,standard,fixed,+16:21:35.29,-13:46:39.6,2001-03-12,14:18:19.952908,51980.59606426977,1.254,8.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.469484,HD 147295,A0V,9.38,9.22,8.681,8.631,8.568,
flat0190.a.fits,A,flat lamp,calibration,fixed,+16:21:35.27,-13:46:39.7,2001-03-12,14:20:34.679355,51980.597623603644,1.25,1.05,12,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
flat0191.a.fits,A,flat lamp,calibration,fixed,+16:21:35.28,-13:46:39.7,2001-03-12,14:21:00.515752,51980.59792263602,1.249,1.05,12,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0192.a.fits,A,arc lamp,calibration,fixed,+16:21:35.27,-13:46:39.7,2001-03-12,14:21:32.886917,51980.59829730228,1.249,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0193.a.fits,A,arc lamp,calibration,fixed,+16:21:35.28,-13:46:39.7,2001-03-12,14:21:37.149844,51980.59834664172,1.249,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0194.a.fits,A,arc lamp,calibration,fixed,+16:21:35.27,-13:46:39.7,2001-03-12,14:21:41.408928,51980.598395936664,1.249,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0195.a.fits,A,arc lamp,calibration,fixed,+16:21:35.28,-13:46:39.7,2001-03-12,14:21:45.640753,51980.598444916126,1.248,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0196.a.fits,A,arc lamp,calibration,fixed,+16:21:35.28,-13:46:39.7,2001-03-12,14:21:49.917311,51980.59849441332,1.248,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0197.a.fits,A,arc lamp,calibration,fixed,+16:21:35.28,-13:46:39.7,2001-03-12,14:21:54.147227,51980.59854337068,1.248,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
spec0198.a.fits,A,4159 Freeman,target,moving,+13:22:10.47,+16:27:37.4,2001-03-12,14:25:29.672873,51980.60103788047,1.152,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
spec0199.b.fits,B,4159 Freeman,target,moving,+13:22:10.42,+16:27:45.3,2001-03-12,14:27:52.143611,51980.60268684735,1.159,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
spec0200.b.fits,B,4159 Freeman,target,moving,+13:22:10.39,+16:27:45.7,2001-03-12,14:30:09.624983,51980.60427806693,1.165,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
spec0201.a.fits,A,4159 Freeman,target,moving,+13:22:10.38,+16:27:38.8,2001-03-12,14:32:32.129641,51980.6059274264,1.172,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
spec0202.a.fits,A,4159 Freeman,target,moving,+13:22:10.35,+16:27:39.4,2001-03-12,14:34:49.591857,51980.60751842427,1.179,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
