FILE,BEAM,TARGET_NAME,TARGET_TYPE,FIXED-MOVING,RA,DEC,UT_DATE,UT_TIME,MJD,AIRMASS,INTEGRATION,COADDS,INSTRUMENT,SLIT,MODE,PROGRAM,OBSERVER,SIMBAD_SEP,SIMBAD_NAME,SIMBAD_TYPE,SIMBAD_BMAG,SIMBAD_VMAG,SIMBAD_JMAG,SIMBAD_HMAG,SIMBAD_KMAG,NOTES
spec0034.a.fits,A,1998 SF36,target,moving,+13:06:02.66,+17:50:07.0,2001-03-12,11:14:28.722037,51980.46838798654,1.023,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0035.a.fits,A,1998 SF36,target,moving,+13:06:03.20,+17:50:09.6,2001-03-12,11:16:46.062417,51980.46997757427,1.021,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0036.b.fits,B,1998 SF36,target,moving,+13:06:03.77,+17:50:19.5,2001-03-12,11:19:13.418052,51980.471683079304,1.019,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0037.b.fits,B,1998 SF36,target,moving,+13:06:04.31,+17:50:22.0,2001-03-12,11:21:30.903661,51980.473274347925,1.017,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0038.a.fits,A,1998 SF36,target,moving,+13:06:04.90,+17:50:17.2,2001-03-12,11:23:58.364248,51980.47498106769,1.015,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0039.a.fits,A,1998 SF36,target,moving,+13:06:05.43,+17:50:19.6,2001-03-12,11:26:15.780923,51980.476571538464,1.014,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0040.b.fits,B,1998 SF36,target,moving,+13:06:06.01,+17:50:29.7,2001-03-12,11:28:43.170352,51980.47827743463,1.012,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
flat0041.a.fits,A,flat lamp,calibration,fixed,+13:06:06.84,+17:50:25.9,2001-03-12,11:34:08.308242,51980.48204060465,1.01,1.05,12,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
flat0042.a.fits,A,flat lamp,calibration,fixed,+13:06:06.94,+17:50:26.3,2001-03-12,11:34:34.174067,51980.48233997763,1.01,1.05,12,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0043.a.fits,A,arc lamp,calibration,fixed,+13:06:06.97,+17:50:26.5,2001-03-12,11:35:06.465292,51980.48271371866,1.01,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0044.a.fits,A,arc lamp,calibration,fixed,+13:06:06.99,+17:50:26.6,2001-03-12,11:35:10.765021,51980.48276348404,1.009,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0045.a.fits,A,arc lamp,calibration,fixed,+13:06:07.01,+17:50:26.7,2001-03-12,11:35:15.100491,51980.48281366309,1.009,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0046.a.fits,A,arc lamp,calibration,fixed,+13:06:07.02,+17:50:26.8,2001-03-12,11:35:19.329811,51980.48286261356,1.009,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0047.a.fits,A,arc lamp,calibration,fixed,+13:06:07.04,+17:50:26.8,2001-03-12,11:35:23.592861,51980.48291195441,1.009,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
arc0048.a.fits,A,arc lamp,calibration,fixed,+13:06:07.06,+17:50:26.9,2001-03-12,11:35:27.811841,51980.48296078519,1.009,0.18,10,spex,0.5x15,Prism,2001A062,Cushing,,,,,,,,,
spec0049.a.fits,A,SAO120107,standard,fixed,+13:46:57.83,+06:01:38.6,2001-03-12,11:42:28.958920,51980.48783517269,1.072,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0050.b.fits,B,SAO120107,standard,fixed,+13:46:57.80,+06:01:46.0,2001-03-12,11:42:44.928496,51980.48802000574,1.071,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0051.b.fits,B,SAO120107,standard,fixed,+13:46:57.82,+06:01:46.0,2001-03-12,11:42:55.395031,51980.48814114619,1.071,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0052.a.fits,A,SAO120107,standard,fixed,+13:46:57.84,+06:01:38.5,2001-03-12,11:43:10.719066,51980.488318507705,1.071,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0053.a.fits,A,SAO120107,standard,fixed,+13:46:57.83,+06:01:38.5,2001-03-12,11:43:21.062577,51980.488438224274,1.071,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0054.b.fits,B,SAO120107,standard,fixed,+13:46:57.82,+06:01:46.0,2001-03-12,11:43:36.389688,51980.48861562139,1.07,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0055.a.fits,A,SAO100819,standard,fixed,+14:01:36.71,+17:40:06.3,2001-03-12,11:46:09.562926,51980.490388459795,1.053,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0056.b.fits,B,SAO100819,standard,fixed,+14:01:36.70,+17:40:13.8,2001-03-12,11:46:15.673152,51980.49045918,1.053,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0057.b.fits,B,SAO100819,standard,fixed,+14:01:36.69,+17:40:13.8,2001-03-12,11:46:16.757644,51980.49047173199,1.053,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0058.a.fits,A,SAO100819,standard,fixed,+14:01:36.72,+17:40:06.4,2001-03-12,11:46:22.883375,51980.490542631655,1.053,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0059.a.fits,A,SAO100819,standard,fixed,+14:01:36.71,+17:40:06.4,2001-03-12,11:46:23.963529,51980.49055513344,1.053,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0060.b.fits,B,SAO100819,standard,fixed,+14:01:36.71,+17:40:13.9,2001-03-12,11:46:30.083590,51980.490625967475,1.053,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0061.a.fits,A,SAO100569,standard,fixed,+13:26:58.85,+11:54:31.9,2001-03-12,11:53:15.415923,51980.49531731392,1.021,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0062.b.fits,B,SAO100569,standard,fixed,+13:26:58.85,+11:54:39.2,2001-03-12,11:53:31.602556,51980.495504659215,1.02,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0063.b.fits,B,SAO100569,standard,fixed,+13:26:58.83,+11:54:39.2,2001-03-12,11:53:44.886603,51980.49565840976,1.02,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0064.a.fits,A,SAO100569,standard,fixed,+13:26:58.86,+11:54:31.7,2001-03-12,11:54:00.853273,51980.49584320918,1.02,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0065.a.fits,A,SAO100569,standard,fixed,+13:26:58.86,+11:54:31.7,2001-03-12,11:54:11.803876,51980.495969952266,1.02,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0066.b.fits,B,SAO100569,standard,fixed,+13:26:58.85,+11:54:39.2,2001-03-12,11:54:27.774043,51980.49615479216,1.02,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,1.740424,HD 116960,A0V,7.97,8.0,7.929,7.975,7.938,
spec0067.a.fits,A,1998 SF36,target,moving,+13:06:11.72,+17:50:48.5,2001-03-12,12:00:42.662647,51980.50049378064,1.001,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0068.b.fits,B,1998 SF36,target,moving,+13:06:12.24,+17:50:58.4,2001-03-12,12:03:05.176849,51980.50214325057,1.001,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0069.b.fits,B,1998 SF36,target,moving,+13:06:12.72,+17:51:01.0,2001-03-12,12:05:22.576931,51980.503733529295,1.001,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0070.a.fits,A,1998 SF36,target,moving,+13:06:13.26,+17:50:56.1,2001-03-12,12:07:45.042315,51980.5053824342,1.001,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0071.a.fits,A,1998 SF36,target,moving,+13:06:13.75,+17:50:58.4,2001-03-12,12:10:02.430162,51980.50697257132,1.001,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0072.b.fits,B,1998 SF36,target,moving,+13:06:14.26,+17:51:08.3,2001-03-12,12:12:24.847580,51980.508620921064,1.001,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0073.b.fits,B,1998 SF36,target,moving,+13:06:14.76,+17:51:10.5,2001-03-12,12:14:42.258730,51980.51021132789,1.001,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0074.a.fits,A,1998 SF36,target,moving,+13:06:15.30,+17:51:05.5,2001-03-12,12:17:04.683360,51980.511859761114,1.002,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0075.a.fits,A,1998 SF36,target,moving,+13:06:15.82,+17:51:07.7,2001-03-12,12:19:22.038482,51980.513449519465,1.002,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0076.b.fits,B,1998 SF36,target,moving,+13:06:16.33,+17:51:17.4,2001-03-12,12:21:44.470542,51980.51509803868,1.003,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0077.a.fits,A,1998 SF36,target,moving,+13:06:16.97,+17:51:12.7,2001-03-12,12:24:32.555417,51980.51704346547,1.004,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0078.b.fits,B,1998 SF36,target,moving,+13:06:17.49,+17:51:22.3,2001-03-12,12:26:54.976677,51980.51869185969,1.005,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0079.b.fits,B,1998 SF36,target,moving,+13:06:18.00,+17:51:24.5,2001-03-12,12:29:12.364248,51980.52028199361,1.006,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0080.a.fits,A,1998 SF36,target,moving,+13:06:18.55,+17:51:19.3,2001-03-12,12:31:34.723628,51980.52192967162,1.007,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0081.a.fits,A,1998 SF36,target,moving,+13:06:19.07,+17:51:21.6,2001-03-12,12:33:53.000904,51980.523530103055,1.008,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0082.b.fits,B,1998 SF36,target,moving,+13:06:19.59,+17:51:31.1,2001-03-12,12:36:15.350042,51980.52517766252,1.009,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0083.b.fits,B,1998 SF36,target,moving,+13:06:20.11,+17:51:33.4,2001-03-12,12:38:32.714943,51980.526767534066,1.01,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0084.a.fits,A,1998 SF36,target,moving,+13:06:20.66,+17:51:28.2,2001-03-12,12:40:55.176451,51980.52841639411,1.012,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0085.a.fits,A,1998 SF36,target,moving,+13:06:21.18,+17:51:30.3,2001-03-12,12:43:12.551364,51980.53000638153,1.013,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0086.b.fits,B,1998 SF36,target,moving,+13:06:21.69,+17:51:40.0,2001-03-12,12:45:34.922958,51980.5316542009,1.015,120.0,1,spex,0.5x15,Prism,2001A062,Cushing,6.796694,[GM2013] SDSS 2603-54479-486 SN,SNIa,0.0,0.0,0.0,0.0,0.0,
spec0087.a.fits,A,SAO120107,standard,fixed,+13:46:57.62,+06:01:39.0,2001-03-12,12:54:17.350271,51980.53770081332,1.03,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0088.b.fits,B,SAO120107,standard,fixed,+13:46:57.59,+06:01:46.4,2001-03-12,12:54:32.694884,51980.53787841301,1.03,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0089.b.fits,B,SAO120107,standard,fixed,+13:46:57.59,+06:01:46.4,2001-03-12,12:54:43.011791,51980.53799782165,1.03,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0090.a.fits,A,SAO120107,standard,fixed,+13:46:57.60,+06:01:38.8,2001-03-12,12:54:58.365497,51980.538175526584,1.03,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0091.a.fits,A,SAO120107,standard,fixed,+13:46:57.60,+06:01:38.8,2001-03-12,12:55:08.700427,51980.53829514383,1.03,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0092.b.fits,B,SAO120107,standard,fixed,+13:46:57.58,+06:01:46.2,2001-03-12,12:55:24.066082,51980.53847298706,1.03,5.0,1,spex,0.5x15,Prism,2001A062,Cushing,4.032924,HD 120050,G5III,9.9,9.26,8.056,7.779,7.718,
spec0093.a.fits,A,SAO100819,standard,fixed,+14:01:36.59,+17:40:06.2,2001-03-12,12:58:55.048526,51980.540914913494,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0094.b.fits,B,SAO100819,standard,fixed,+14:01:36.57,+17:40:13.7,2001-03-12,12:59:01.140710,51980.54098542489,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0095.b.fits,B,SAO100819,standard,fixed,+14:01:36.57,+17:40:13.7,2001-03-12,12:59:02.220990,51980.540997928125,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
spec0096.a.fits,A,SAO100819,standard,fixed,+14:01:36.59,+17:40:06.4,2001-03-12,12:59:08.350927,51980.54106887647,1.001,0.18,1,spex,0.5x15,Prism,2001A062,Cushing,1.104995,HD 122443,G5,7.554,6.384,3.855,3.335,3.071,
